t_sec,gaze_speed_dps,is_fixation,pred_confidence,hand_speed
65.161,57.898,1,0.000,0.000
65.164,51.004,1,0.000,0.000
65.262,51.004,1,0.000,0.000
65.265,51.865,1,0.000,0.000
65.363,51.865,1,0.000,0.000
65.365,46.552,1,0.000,0.000
65.464,46.552,1,0.000,0.000
65.466,30.556,1,0.000,0.000
65.569,30.556,1,0.800,0.000
65.571,26.314,1,0.800,0.000
65.665,26.314,1,0.800,0.000
65.668,22.394,1,0.800,0.000
65.768,22.394,1,0.800,0.000
65.772,25.259,1,0.800,0.000
65.870,25.259,1,0.800,0.000
65.873,15.751,1,0.800,0.000
65.971,15.751,1,0.800,0.000
65.973,15.645,1,0.800,0.000
66.076,15.645,1,0.800,0.000
66.079,15.742,1,0.800,0.000
66.173,15.742,1,0.800,0.000
66.176,15.742,1,0.800,0.000
66.276,18.297,1,0.800,0.000
66.279,12.895,1,0.800,0.000
66.376,12.895,1,0.800,0.000
66.379,15.105,1,0.800,0.000
66.478,15.105,1,0.800,0.000
66.480,17.220,1,0.800,0.000
66.583,17.220,1,0.800,0.000
66.587,75.378,1,0.800,0.000
66.682,75.378,1,0.800,0.000
66.685,64.714,1,0.800,0.000
66.784,64.714,1,0.800,0.000
66.787,59.999,1,0.800,0.000
66.885,59.999,1,0.800,0.000
66.887,50.912,1,0.800,0.000
66.986,50.912,1,0.800,0.000
66.988,55.051,1,0.800,0.000
67.089,55.051,1,0.800,0.000
67.092,39.558,1,0.800,0.000
67.188,39.558,1,0.800,0.000
67.190,27.354,1,0.800,0.000
67.288,27.354,1,0.800,0.000
67.291,36.026,1,0.800,0.000
67.392,36.026,1,0.800,0.000
67.394,32.786,1,0.800,0.000
67.493,32.786,1,0.800,0.000
67.495,29.112,1,0.800,0.000
67.598,29.112,1,0.800,0.000
67.601,22.617,1,0.800,0.000
67.695,22.617,1,0.800,0.000
67.697,24.633,1,0.800,0.000
67.796,24.633,1,0.800,0.000
67.799,17.579,1,0.800,0.000
67.898,17.579,1,0.800,0.000
67.901,11.343,1,0.800,0.000
68.000,11.343,1,0.800,0.000
68.002,9.627,1,0.800,0.000
68.104,9.627,1,0.800,0.000
68.106,21.020,1,0.800,0.000
68.202,21.020,1,0.800,0.000
68.204,18.671,1,0.800,0.000
68.303,18.671,1,0.800,0.000
68.306,9.818,1,0.800,0.000
68.405,9.818,1,0.800,0.000
68.408,11.603,1,0.800,0.000
68.506,11.603,1,0.800,0.000
68.509,10.155,1,0.800,0.000
68.610,10.155,1,0.800,0.000
68.612,8.107,1,0.800,0.000
68.707,8.107,1,0.800,0.000
68.710,2.524,1,0.800,0.000
68.809,2.524,1,0.800,0.000
68.812,6.307,1,0.800,0.000
68.909,6.307,1,0.800,0.000
68.911,3.103,1,1.000,0.000
69.009,3.103,1,1.000,0.000
69.011,3.790,1,1.000,0.000
69.112,3.790,1,1.000,0.000
69.115,4.036,1,1.000,0.000
69.210,4.036,1,1.000,0.000
69.213,10.344,1,0.800,0.000
69.311,10.344,1,0.800,0.000
69.313,13.135,1,0.800,0.000
69.413,13.135,1,0.800,0.000
69.415,7.903,1,0.800,0.000
69.513,7.903,1,0.800,0.000
69.516,7.235,1,0.800,0.000
69.617,7.235,1,0.800,0.000
69.620,20.879,1,0.800,0.000
69.718,20.879,1,0.800,0.000
69.721,11.950,1,0.800,0.000
69.820,11.950,1,0.800,0.000
69.824,16.298,1,0.800,0.000
69.921,16.298,1,0.800,0.000
69.924,6.678,1,0.800,0.000
70.021,6.678,1,0.800,0.000
70.025,15.443,1,0.800,0.000
70.125,15.443,1,0.800,0.000
70.128,15.043,1,0.800,0.000
70.223,8.214,1,0.800,0.000
70.226,8.214,1,0.800,0.000
70.324,8.214,1,0.800,0.000
70.327,2.533,1,0.800,0.000
70.426,2.533,1,0.800,0.000
70.428,7.391,1,0.800,0.000
70.527,7.391,1,0.800,0.000
70.530,0.188,1,1.000,0.000
70.630,0.188,1,1.000,0.000
70.633,1.013,1,1.000,0.000
70.728,1.013,1,1.000,0.000
70.731,12.692,1,1.000,0.000
70.831,12.692,1,1.000,0.000
70.833,41.328,1,0.800,0.000
70.930,41.328,1,0.800,0.000
70.932,41.328,1,0.800,0.000
71.031,32.316,1,0.800,0.000
71.034,35.318,1,0.800,0.000
71.136,35.318,1,0.800,0.000
71.139,32.417,1,0.800,0.000
71.235,32.417,1,0.800,0.000
71.237,17.700,1,0.800,0.000
71.336,17.700,1,0.800,0.000
71.339,18.605,1,0.800,0.000
71.439,18.605,1,0.800,0.000
71.441,15.625,1,0.800,0.000
71.540,15.625,1,0.800,0.000
71.542,18.881,1,0.800,0.000
71.646,18.881,1,0.800,0.000
71.649,22.453,1,0.800,0.000
71.743,22.453,1,0.800,0.000
71.746,14.043,1,0.800,0.000
71.845,14.043,1,0.800,0.000
71.848,8.042,1,0.800,0.000
71.947,8.042,1,0.800,0.000
71.950,3.723,1,0.800,0.000
72.047,3.723,1,0.800,0.034
72.151,11.046,1,0.800,0.000
72.248,11.633,1,0.800,0.000
72.352,10.095,1,0.800,0.000
72.454,12.471,1,0.800,0.000
72.556,4.820,1,0.800,0.000
72.660,6.544,1,0.800,0.000
72.759,13.058,1,0.800,0.000
72.861,11.556,1,0.800,0.000
72.962,3.963,1,0.800,0.000
73.067,7.767,1,1.000,0.000
73.170,1.575,1,1.000,0.000
73.269,7.548,1,1.000,0.000
73.369,26.684,1,0.800,0.000
73.471,26.054,1,0.800,0.000
73.572,24.591,1,0.800,0.000
73.678,13.808,1,0.800,0.000
73.775,26.728,1,0.800,0.000
73.875,18.846,1,0.800,0.000
73.878,19.172,1,0.800,0.000
73.977,19.172,1,0.800,0.000
73.980,13.892,1,0.800,0.000
74.079,13.892,1,0.800,0.000
74.082,3.634,1,0.800,0.000
74.182,3.634,1,0.800,0.000
74.186,14.364,1,0.800,0.000
74.280,14.364,1,0.800,0.000
74.283,9.546,1,0.800,0.000
74.381,9.546,1,0.800,0.000
74.384,6.893,1,0.800,0.000
74.486,6.893,1,0.800,0.000
74.489,9.769,1,0.800,0.000
74.587,9.769,1,0.800,0.000
74.589,16.340,1,0.800,0.000
74.691,16.340,1,0.800,0.000
74.694,4.808,1,0.800,0.000
74.792,4.808,1,0.800,0.000
74.795,33.774,1,0.800,0.000
74.893,33.774,1,0.800,0.000
74.895,32.298,1,0.800,0.000
74.994,32.298,1,0.800,0.000
74.997,23.845,1,0.800,0.000
75.095,23.845,1,0.800,0.000
75.097,19.570,1,0.800,0.000
75.199,19.570,1,0.800,0.000
75.202,18.234,1,0.800,0.000
75.299,18.234,1,0.800,0.000
75.302,13.954,1,0.800,0.000
75.399,13.954,1,0.800,0.000
75.402,13.761,1,0.800,0.000
75.502,17.970,1,0.800,0.000
75.504,17.970,1,0.800,0.000
75.604,17.970,1,0.800,0.000
75.606,11.582,1,0.800,0.000
75.706,11.582,1,0.800,0.000
75.709,12.731,1,0.800,0.000
75.805,12.731,1,0.800,0.000
75.808,18.467,1,0.800,0.000
75.906,18.467,1,0.800,0.000
75.909,5.051,1,0.800,0.000
76.007,5.051,1,0.800,0.000
76.012,5.627,1,0.800,0.000
76.109,5.627,1,0.800,0.000
76.112,2.969,1,0.800,0.000
76.214,2.969,1,0.800,0.000
76.216,14.648,1,0.800,0.000
76.310,14.648,1,0.800,0.000
76.313,6.697,1,0.800,0.000
76.411,6.697,1,0.800,0.000
76.414,10.869,1,0.800,0.000
76.512,10.869,1,0.800,0.000
76.515,6.175,1,0.800,0.000
76.613,6.175,1,0.800,0.000
76.616,5.887,1,0.800,0.000
76.718,5.887,1,0.800,0.000
76.722,7.131,1,1.000,0.000
76.817,7.131,1,1.000,0.000
76.819,2.315,1,1.000,0.000
76.917,2.315,1,1.000,0.000
76.920,10.033,1,0.800,0.000
77.018,10.033,1,0.800,0.000
77.021,6.423,1,0.800,0.000
77.120,6.423,1,0.800,0.000
77.123,3.828,1,0.800,0.000
77.224,3.828,1,0.800,0.000
77.227,6.883,1,0.800,0.000
77.323,6.883,1,0.800,0.000
77.326,1.368,1,1.000,0.000
77.423,1.368,1,1.000,0.000
77.426,44.004,1,0.800,0.000
77.524,44.004,1,0.800,0.000
77.527,26.419,1,0.800,0.000
77.625,26.419,1,0.800,0.000
77.628,28.841,1,0.800,0.000
77.730,28.841,1,0.800,0.000
77.732,25.861,1,0.800,0.000
77.827,25.861,1,0.800,0.000
77.830,24.254,1,0.800,0.000
77.928,24.254,1,0.800,0.000
77.933,20.069,1,0.800,0.000
78.030,20.069,1,0.800,0.000
78.032,20.441,1,0.800,0.000
78.133,20.441,1,0.800,0.000
78.136,16.097,1,0.800,0.000
78.238,16.097,1,0.800,0.000
78.241,15.919,1,0.800,0.000
78.338,23.380,1,0.800,0.000
78.341,23.380,1,0.800,0.000
78.438,23.380,1,0.800,0.000
78.441,10.589,1,0.800,0.000
78.540,10.589,1,0.800,0.000
78.542,20.964,1,0.800,0.000
78.640,20.964,1,0.800,0.000
78.643,4.726,1,0.800,0.000
78.744,4.726,1,0.800,0.000
78.746,3.582,1,0.800,0.000
78.842,3.582,1,0.800,0.000
78.844,12.809,1,0.800,0.000
78.943,12.809,1,0.800,0.000
78.945,5.544,1,0.800,0.000
79.043,5.544,1,0.800,0.000
79.046,34.400,1,0.800,0.000
79.144,34.400,1,0.800,0.000
79.147,31.544,1,0.800,0.000
79.249,31.544,1,0.800,0.000
79.252,23.465,1,0.800,0.000
79.346,23.465,1,0.800,0.000
79.349,31.153,1,0.800,0.000
79.447,31.153,1,0.800,0.000
79.450,18.026,1,0.800,0.000
79.549,18.026,1,0.800,0.000
79.552,20.218,1,0.800,0.000
79.648,20.218,1,0.800,0.000
79.651,10.991,1,0.800,0.000
79.754,10.991,1,0.800,0.000
79.757,14.782,1,0.800,0.000
79.849,14.782,1,0.800,0.000
79.852,8.980,1,0.800,0.000
79.951,8.980,1,0.800,0.000
79.954,6.513,1,0.800,0.000
80.051,6.513,1,0.800,0.000
80.054,20.716,1,0.800,0.000
80.154,20.716,1,0.800,0.000
80.156,19.804,1,0.800,0.000
80.258,19.804,1,0.800,0.000
80.261,9.252,1,0.800,0.000
80.356,9.252,1,0.800,0.000
80.358,9.976,1,0.800,0.000
80.456,9.976,1,0.800,0.000
80.460,12.006,1,0.800,0.000
80.558,12.006,1,0.800,0.000
80.561,1.918,1,0.800,0.000
80.659,1.918,1,0.800,0.000
80.662,10.886,1,0.800,0.000
80.765,10.886,1,0.800,0.000
80.769,9.520,1,0.800,0.000
80.867,9.520,1,0.000,0.000
80.870,5.520,1,0.000,0.000
80.967,5.520,1,0.000,0.000
80.970,7.262,1,0.000,0.000
81.068,7.262,1,0.000,0.000
81.071,18.255,1,0.000,0.000
81.168,18.255,1,0.000,0.000
81.170,14.964,1,0.000,0.000
81.273,14.964,1,0.000,0.000
81.276,5.452,1,0.000,0.000
81.370,5.452,1,0.000,0.000
81.374,21.579,1,0.000,0.000
81.471,21.579,1,0.000,0.000
81.473,10.881,1,0.000,0.000
81.572,10.881,1,0.000,0.000
81.575,8.606,1,0.000,0.000
81.673,8.606,1,0.000,0.000
81.676,12.254,1,0.000,0.000
81.777,12.254,1,0.000,0.000
81.780,2.109,1,0.000,0.000
81.877,2.109,1,0.000,0.000
81.880,6.173,1,0.000,0.000
81.978,6.173,1,0.000,0.000
81.983,6.199,1,0.000,0.000
82.080,6.199,1,0.000,0.000
82.083,5.298,1,0.000,0.000
82.181,5.298,1,0.000,0.000
82.183,3.257,1,0.000,0.000
82.284,3.257,1,0.000,0.000
82.287,6.586,1,0.000,0.000
82.385,6.586,1,0.000,0.000
82.387,13.966,1,0.000,0.000
82.486,13.966,1,0.000,0.000
82.488,4.057,1,0.000,0.000
82.587,4.057,1,0.000,0.000
82.590,12.581,1,0.000,0.000
82.693,12.581,1,0.000,0.000
82.696,7.922,1,0.000,0.000
82.799,7.922,1,0.000,0.000
82.802,15.648,1,0.000,0.000
82.897,15.648,1,0.000,0.000
82.900,3.783,1,0.000,0.000
82.997,3.783,1,0.000,0.000
83.000,69.509,1,0.000,0.000
83.099,69.509,1,0.000,0.000
83.101,54.633,1,0.000,0.000
83.201,54.633,1,0.000,0.000
83.204,49.921,1,0.000,0.000
83.306,49.921,1,0.000,0.000
83.309,40.479,1,0.000,0.000
83.407,40.479,1,0.000,0.000
83.410,51.874,1,0.000,0.000
83.508,51.874,1,0.000,0.000
83.510,18.499,1,0.000,0.000
83.608,18.499,1,0.000,0.000
83.611,31.202,1,0.000,0.000
83.709,31.202,1,0.000,0.000
83.711,18.889,1,0.000,0.000
83.813,18.889,1,0.000,0.000
83.816,21.928,1,0.000,0.000
83.910,21.928,1,0.000,0.000
83.913,21.003,1,0.000,0.000
84.011,21.003,1,0.000,0.000
84.014,19.142,1,0.000,0.000
84.112,19.142,1,0.000,0.000
84.114,18.259,1,0.000,0.000
84.212,18.259,1,0.000,0.000
84.215,27.287,1,0.000,0.000
84.316,27.287,1,0.000,0.000
84.319,19.496,1,0.000,0.000
84.416,19.496,1,0.000,0.000
84.419,16.250,1,0.000,0.000
84.517,16.250,1,0.000,0.000
84.520,13.250,1,0.000,0.000
84.619,13.250,1,0.000,0.000
84.622,18.770,1,0.000,0.000
84.719,18.770,1,0.000,0.000
84.721,14.820,1,0.000,0.000
84.824,14.820,1,0.000,0.000
84.827,17.104,1,0.000,0.000
84.921,17.104,1,0.000,0.000
84.923,17.356,1,0.000,0.000
85.023,17.356,1,0.000,0.000
85.025,14.113,1,0.000,0.000
85.124,14.113,1,0.000,0.000
85.127,13.166,1,0.000,0.000
85.224,13.166,1,0.800,0.896
85.227,13.108,1,0.000,0.000
85.329,13.108,1,0.150,0.150
85.332,14.350,1,0.000,0.000
85.428,14.350,1,0.283,0.283
85.430,11.347,1,0.000,0.000
85.528,11.347,1,0.366,0.366
85.530,20.824,1,0.000,0.000
85.629,20.824,1,0.000,0.000
85.632,7.811,1,0.000,0.000
85.730,7.811,1,0.000,0.000
85.733,4.599,1,0.000,0.000
85.834,4.599,1,0.000,0.000
85.838,3.682,1,0.000,0.000
85.933,3.682,1,0.000,0.000
85.935,55.402,1,0.000,0.000
86.036,55.402,1,0.000,0.000
86.038,34.596,1,0.000,0.000
86.137,34.596,1,0.000,0.000
86.140,55.623,1,0.000,0.000
86.240,55.623,1,0.000,0.000
86.243,33.013,1,0.000,0.000
86.344,33.013,1,0.000,0.000
86.349,26.542,1,0.000,0.000
86.441,26.542,1,0.000,0.000
86.444,32.208,1,0.000,0.000
86.544,32.208,1,0.000,0.000
86.547,33.075,1,0.000,0.000
86.645,33.075,1,0.000,0.000
86.647,32.185,1,0.000,0.000
86.746,32.185,1,0.000,0.000
86.749,32.286,1,0.000,0.000
86.851,32.286,1,0.000,0.000
86.854,24.235,1,0.000,0.000
86.949,24.235,1,0.000,0.000
86.952,61.436,1,0.000,0.000
87.051,61.436,1,0.000,0.000
87.054,58.955,1,0.000,0.000
87.152,58.955,1,0.000,0.000
87.156,54.485,1,0.000,0.000
87.254,54.485,1,0.000,0.000
87.257,49.134,1,0.000,0.000
87.360,49.134,1,0.000,0.000
87.362,38.023,1,0.000,0.000
87.457,38.023,1,0.000,0.000
87.460,45.854,1,0.000,0.000
87.558,45.854,1,0.000,0.000
87.562,33.225,1,0.000,0.000
87.662,33.225,1,0.000,0.000
87.665,27.216,1,0.000,0.000
87.763,27.216,1,0.000,0.000
87.765,16.843,1,0.000,0.000
87.868,16.843,1,0.000,0.000
87.871,10.901,1,0.000,0.000
87.966,10.901,1,0.000,0.000
87.968,40.394,1,0.000,0.000
88.069,40.394,1,0.000,0.000
88.072,35.556,1,0.000,0.000
88.170,35.556,1,0.000,0.000
88.173,15.791,1,0.000,0.000
88.272,15.791,1,0.000,0.000
88.274,31.351,1,0.000,0.000
88.379,31.351,1,0.000,0.000
88.382,24.920,1,0.000,0.000
88.477,24.920,1,0.000,0.000
88.480,28.484,1,0.000,0.000
88.578,28.484,1,0.000,0.000
88.580,19.881,1,0.000,0.000
88.679,19.881,1,0.000,0.000
88.682,14.845,1,0.000,0.000
88.780,14.845,1,0.000,0.000
88.782,11.991,1,0.000,0.000
88.883,11.991,1,0.000,0.000
88.886,26.069,1,0.000,0.000
88.981,26.069,1,0.000,0.000
88.983,17.199,1,0.000,0.000
89.083,17.199,1,0.000,0.000
89.086,13.708,1,0.000,0.000
89.184,13.708,1,0.000,0.000
89.186,7.492,1,0.000,0.000
89.284,7.492,1,0.000,0.000
89.287,11.459,1,0.000,0.000
89.388,11.459,1,0.000,0.000
89.390,13.046,1,0.000,0.000
89.488,13.046,1,0.000,0.000
89.490,18.251,1,0.000,0.000
89.587,18.251,1,0.000,0.000
89.589,11.541,1,0.000,0.000
89.688,11.541,1,0.000,0.000
89.691,8.524,1,0.000,0.000
89.789,8.524,1,0.000,0.000
89.792,9.631,1,0.000,0.000
89.895,9.631,1,0.000,0.000
89.897,13.535,1,0.000,0.000
89.992,13.535,1,0.000,0.000
89.996,7.627,1,0.000,0.000
90.093,7.627,1,0.000,0.000
90.096,5.852,1,0.000,0.000
90.194,5.852,1,0.000,0.000
90.196,18.560,1,0.000,0.000
90.295,18.560,1,0.000,0.000
90.298,36.899,1,0.000,0.000
90.398,36.899,1,0.000,0.000
90.401,30.187,1,0.000,0.000
90.498,30.187,1,0.000,0.000
90.501,19.303,1,0.000,0.000
90.598,19.303,1,0.000,0.000
90.601,18.947,1,0.000,0.000
90.699,18.947,1,0.000,0.000
90.702,11.535,1,0.000,0.000
90.800,11.535,1,0.000,0.000
90.802,20.994,1,0.000,0.000
90.903,20.994,1,0.000,0.000
90.906,15.439,1,0.000,0.000
91.001,15.439,1,0.000,0.000
91.004,18.489,1,0.000,0.000
91.103,18.489,1,0.000,0.000
91.106,20.429,1,0.000,0.000
91.206,20.429,1,0.000,0.000
91.208,11.848,1,0.000,0.000
91.307,11.848,1,0.000,0.000
91.309,14.443,1,0.000,0.000
91.409,14.443,1,0.000,0.000
91.412,15.221,1,0.000,0.000
91.509,15.221,1,0.000,0.000
91.512,5.917,1,0.000,0.000
91.609,5.917,1,0.000,0.000
91.611,10.336,1,0.000,0.000
91.711,10.336,1,0.000,0.000
91.713,10.336,1,0.000,0.000
91.813,5.625,1,0.000,0.000
91.817,13.675,1,0.000,0.000
91.916,13.675,1,0.000,0.000
91.919,5.349,1,0.000,0.000
92.013,5.349,1,0.000,0.000
92.016,5.349,1,0.000,0.000
92.114,30.014,1,0.000,0.000
92.117,23.114,1,0.000,0.000
92.214,23.114,1,0.000,0.000
92.217,34.192,1,0.000,0.000
92.316,34.192,1,0.000,0.000
92.318,20.149,1,0.000,0.000
92.418,20.149,1,0.000,0.000
92.421,31.569,1,0.000,0.000
92.517,31.569,1,0.000,0.000
92.521,18.629,1,0.000,0.000
92.617,18.629,1,0.000,0.000
92.620,12.514,1,0.000,0.000
92.719,12.514,1,0.000,0.000
92.722,14.938,1,0.000,0.000
92.819,14.938,1,0.000,0.000
92.822,9.405,1,0.000,0.000
92.924,9.405,1,0.000,0.000
92.927,9.382,1,0.000,0.000
93.023,9.382,1,0.000,0.000
93.025,8.050,1,0.000,0.000
93.124,8.050,1,0.000,0.000
93.127,7.051,1,0.000,0.000
93.226,7.051,1,0.000,0.000
93.228,5.405,1,0.000,0.000
93.328,5.405,1,0.000,0.000
93.330,6.684,1,0.000,0.000
93.432,6.684,1,0.000,0.000
93.435,6.002,1,0.000,0.000
93.528,6.002,1,0.000,0.000
93.531,7.836,1,0.000,0.000
93.629,7.836,1,0.000,0.000
93.632,3.767,1,0.000,0.000
93.729,3.767,1,0.000,0.000
93.732,5.207,1,0.000,0.000
93.830,5.207,1,0.000,0.000
93.833,4.558,1,0.000,0.000
93.936,4.558,1,0.000,0.000
93.939,21.348,1,0.000,0.000
94.034,21.348,1,0.000,0.000
94.037,18.053,1,0.000,0.000
94.136,14.548,1,0.000,0.000
94.138,14.548,1,0.000,0.000
94.236,14.548,1,0.000,0.000
94.239,20.884,1,0.000,0.000
94.338,20.884,1,0.000,0.000
94.341,13.946,1,0.000,0.000
94.442,13.946,1,0.000,0.000
94.445,7.379,1,0.000,0.000
94.539,7.379,1,0.000,0.000
94.542,19.747,1,0.000,0.000
94.640,19.747,1,0.000,0.000
94.642,11.421,1,0.000,0.000
94.742,11.421,1,0.000,0.000
94.744,8.153,1,0.000,0.000
94.841,8.153,1,0.000,0.000
94.844,18.629,1,0.000,0.000
94.946,18.629,1,0.000,0.000
94.949,14.883,1,0.000,0.000
95.044,14.883,1,0.000,0.000
95.046,9.405,1,0.000,0.000
95.144,9.405,1,0.000,0.000
95.146,13.148,1,0.000,0.000
95.245,13.148,1,0.000,0.000
95.248,4.358,1,0.000,0.000
95.347,4.358,1,0.000,0.000
95.350,5.765,1,0.000,0.000
95.450,5.765,1,0.000,0.000
95.453,5.377,1,0.000,0.000
95.548,5.377,1,0.000,0.000
95.551,2.143,1,0.000,0.000
95.650,2.143,1,0.000,0.000
95.652,8.147,1,0.000,0.000
95.751,8.147,1,0.000,0.000
95.754,5.780,1,0.000,0.000
95.852,5.780,1,0.000,0.000
95.855,1.946,1,0.000,0.000
95.956,1.946,1,0.000,0.000
95.959,37.925,1,0.000,0.000
96.054,37.925,1,0.000,0.000
96.057,19.041,1,0.000,0.000
96.155,19.041,1,0.000,0.000
96.157,35.025,1,0.000,0.000
96.256,35.025,1,0.000,0.000
96.259,30.366,1,0.000,0.000
96.356,30.366,1,0.000,0.000
96.359,20.446,1,0.000,0.000
96.461,20.446,1,0.000,0.000
96.464,20.531,1,0.000,0.000
96.558,20.531,1,0.000,0.000
96.560,20.386,1,0.000,0.000
96.659,20.386,1,0.000,0.000
96.662,22.455,1,0.000,0.000
96.759,22.455,1,0.000,0.000
96.761,11.270,1,0.000,0.000
96.859,11.270,1,0.000,0.000
96.862,14.937,1,0.000,0.000
96.966,14.937,1,0.000,0.000
96.969,14.058,1,0.000,0.000
97.063,14.058,1,0.000,0.000
97.066,7.872,1,0.000,0.000
97.164,7.872,1,0.000,0.000
97.167,10.735,1,0.000,0.000
97.266,10.735,1,0.000,0.000
97.268,4.579,1,0.000,0.000
97.366,4.579,1,0.000,0.000
97.369,8.491,1,0.000,0.000
97.471,8.491,1,0.000,0.000
97.474,6.610,1,0.000,0.000
97.570,6.610,1,0.000,0.000
97.572,7.546,1,0.000,0.000
97.670,7.546,1,0.000,0.000
97.673,10.968,1,0.000,0.000
97.771,10.968,1,0.000,0.000
97.774,3.085,1,0.000,0.000
97.874,3.085,1,0.000,0.000
97.876,9.772,1,0.000,0.000
97.978,9.772,1,0.000,0.000
97.981,5.509,1,0.000,0.000
98.077,5.509,1,0.000,0.000
98.079,11.282,1,0.000,0.000
98.177,11.282,1,0.000,0.000
98.180,7.345,1,0.000,0.000
98.277,7.345,1,0.000,0.000
98.280,6.582,1,0.000,0.000
98.379,6.582,1,0.000,0.000
98.383,2.445,1,0.000,0.000
98.484,2.445,1,0.000,0.000
98.487,3.037,1,0.000,0.000
98.580,3.037,1,0.000,0.000
98.583,19.711,1,0.000,0.000
98.682,19.711,1,0.000,0.000
98.685,38.884,1,0.000,0.000
98.783,38.884,1,0.000,0.000
98.785,36.186,1,0.000,0.000
98.883,36.186,1,0.000,0.000
98.885,29.622,1,0.000,0.000
98.991,29.622,1,0.000,0.000
98.994,27.035,1,0.000,0.000
99.087,27.035,1,0.000,0.000
99.090,17.624,1,0.000,0.000
99.188,17.624,1,0.000,0.000
99.191,21.702,1,0.000,0.000
99.289,21.702,1,0.000,0.000
99.292,11.168,1,0.000,0.000
99.390,11.168,1,0.000,0.000
99.393,12.754,1,0.000,0.000
99.494,12.754,1,0.000,0.000
99.498,10.832,1,0.000,0.000
99.593,10.832,1,0.000,0.000
99.595,9.368,1,0.000,0.000
99.694,9.368,1,0.000,0.000
99.697,12.341,1,0.000,0.000
99.797,12.341,1,0.000,0.000
99.800,47.216,1,0.000,0.000
99.898,47.216,1,0.000,0.000
99.901,43.962,1,0.000,0.000
100.002,43.962,1,0.000,0.000
100.005,40.840,1,0.000,0.000
100.099,40.840,1,0.000,0.000
100.101,24.389,1,0.000,0.000
100.201,24.389,1,0.800,0.811
100.205,31.376,1,0.000,0.000
100.300,31.376,1,0.589,0.589
100.303,25.483,1,0.000,0.000
100.402,25.483,1,0.294,0.294
100.404,16.323,1,0.000,0.000
100.506,16.323,1,0.800,0.917
100.510,17.462,1,0.000,0.000
100.603,17.462,1,0.000,0.000
100.605,23.938,1,0.000,0.000
100.704,23.938,1,0.000,0.000
100.706,26.521,1,0.000,0.000
100.806,26.521,1,0.000,0.000
100.809,24.540,1,0.000,0.000
100.908,24.540,1,0.000,0.000
100.911,30.312,1,0.000,0.000
101.011,30.312,1,0.000,0.000
101.014,16.949,1,0.000,0.000
101.110,16.949,1,0.000,0.000
101.112,11.520,1,0.000,0.000
101.214,11.520,1,0.000,0.000
101.218,17.839,1,0.000,0.000
101.317,17.839,1,0.000,0.000
101.320,23.389,1,0.000,0.000
101.418,23.389,1,0.000,0.000
101.421,9.357,1,0.000,0.000
101.522,9.357,1,0.000,0.000
101.526,18.904,1,0.000,0.000
101.623,18.904,1,0.000,0.000
101.626,22.252,1,0.000,0.000
101.723,22.252,1,0.000,0.000
101.725,6.856,1,0.000,0.000
101.825,6.856,1,0.000,0.000
101.828,14.758,1,0.000,0.000
101.925,14.758,1,0.000,0.000
101.928,5.830,1,0.000,0.000
102.029,5.830,1,0.000,0.000
102.032,13.702,1,0.000,0.000
102.127,13.702,1,0.000,0.000
102.129,14.942,1,0.000,0.000
102.227,14.942,1,0.000,0.000
102.231,1.623,1,0.000,0.000
102.329,1.623,1,0.000,0.000
102.332,47.007,1,0.000,0.000
102.430,47.007,1,0.000,0.000
102.432,47.007,1,0.000,0.000
102.534,42.947,1,0.000,0.000
102.537,38.355,1,0.000,0.000
102.635,38.355,1,0.000,0.000
102.638,19.448,1,0.000,0.000
102.736,19.448,1,0.000,0.000
102.739,34.836,1,0.000,0.000
102.837,34.836,1,0.000,0.000
102.840,29.911,1,0.000,0.000
102.938,29.911,1,0.000,0.000
102.942,25.546,1,0.000,0.000
103.044,11.340,1,0.000,0.000
103.046,11.340,1,0.000,0.000
103.143,11.340,1,0.000,0.000
103.147,19.929,1,0.000,0.000
103.245,19.929,1,0.000,0.000
103.248,19.630,1,0.000,0.000
103.347,19.630,1,0.000,0.000
103.350,13.508,1,0.000,0.000
103.448,13.508,1,0.000,0.000
103.451,14.951,1,0.000,0.000
103.553,14.951,1,0.000,0.000
103.556,15.751,1,0.000,0.000
103.652,15.751,1,0.000,0.000
103.655,14.168,1,0.000,0.000
103.752,14.168,1,0.000,0.000
103.755,5.860,1,0.000,0.000
103.856,11.237,1,0.000,0.000
103.859,11.237,1,0.000,0.000
103.955,11.237,1,0.000,0.000
103.957,11.633,1,0.000,0.000
104.058,11.633,1,0.000,0.000
104.062,6.464,1,0.000,0.000
104.158,6.464,1,0.000,0.000
104.160,6.801,1,0.000,0.000
104.260,6.801,1,0.010,0.010
104.360,36.320,1,0.000,0.000
104.461,25.265,1,0.000,0.000
104.567,17.182,1,0.000,0.000
104.665,14.229,1,0.000,0.000
104.668,19.984,1,0.000,0.000
104.768,10.673,1,0.000,0.000
104.771,10.673,1,0.000,0.000
104.868,10.673,1,0.000,0.000
104.870,5.680,1,0.000,0.000
104.970,5.680,1,0.000,0.000
104.972,16.583,1,0.000,0.000
105.075,16.583,1,0.000,0.000
105.079,10.400,1,0.000,0.000
105.173,10.400,1,0.000,0.000
105.176,49.816,1,0.000,0.000
105.273,49.816,1,0.000,0.000
105.276,49.816,1,0.000,0.000
105.375,56.262,1,0.000,0.000
105.378,38.102,1,0.000,0.000
105.476,38.102,1,0.000,0.000
