t_sec,gaze_speed_dps,is_fixation,pred_confidence,hand_speed
283.742,14.486,1,0.000,0.000
283.844,26.890,1,0.000,0.000
283.949,27.486,1,0.000,0.000
284.049,19.360,1,0.000,0.000
284.154,16.669,1,0.000,0.000
284.252,14.407,1,0.000,0.000
284.354,13.785,1,0.000,0.000
284.456,16.546,1,0.000,0.000
284.557,20.966,1,0.000,0.000
284.662,21.085,1,0.000,0.000
284.760,9.697,1,0.000,0.000
284.862,11.227,1,0.000,0.000
284.963,21.531,1,0.000,0.000
285.064,21.094,1,0.000,0.000
285.170,25.297,1,0.000,0.000
285.269,12.334,1,0.000,0.000
285.370,10.267,1,0.000,0.000
285.471,5.637,1,0.000,0.000
285.574,31.396,1,0.000,0.000
285.679,23.684,1,0.000,0.000
285.777,26.000,1,0.000,0.000
285.877,18.147,1,0.000,0.000
285.979,18.832,1,0.000,0.000
286.082,30.674,1,0.000,0.000
286.185,10.937,1,0.000,0.000
286.283,7.907,1,0.000,0.000
286.385,11.616,1,0.000,0.000
286.487,3.096,1,0.000,0.000
286.589,16.147,1,0.000,0.000
286.693,14.092,1,0.000,0.000
286.791,36.373,1,0.000,0.000
286.892,45.823,1,0.196,0.196
286.993,65.031,1,0.000,0.000
287.096,15.113,1,0.000,0.000
287.205,42.588,1,0.000,0.000
287.301,23.113,1,0.000,0.000
287.404,24.654,1,0.785,0.785
287.503,34.353,1,0.600,0.600
287.605,18.307,1,0.594,0.594
287.709,19.169,1,0.396,0.396
287.808,28.587,1,0.000,0.000
287.910,3.020,1,0.000,0.000
288.010,13.123,1,0.197,0.197
288.109,25.396,1,0.000,0.000
288.214,14.424,1,0.000,0.000
288.313,18.518,1,0.000,0.000
288.414,17.611,1,0.000,0.000
288.516,12.319,1,0.789,0.789
288.617,20.987,1,0.595,0.595
288.721,21.378,1,0.596,0.596
288.818,18.935,1,0.796,0.796
288.919,11.363,1,0.000,0.000
289.021,6.707,1,0.000,0.000
289.121,58.403,1,0.000,0.000
289.228,50.760,1,0.000,0.000
289.325,43.760,1,0.198,0.198
289.424,42.263,1,0.000,0.000
289.528,44.453,1,0.000,0.000
289.629,28.315,1,0.000,0.000
289.733,38.986,1,0.000,0.000
289.830,30.814,1,0.594,0.594
289.933,50.883,1,0.783,0.783
290.035,18.208,1,0.587,0.587
290.136,37.236,1,0.396,0.396
290.243,37.923,1,0.000,0.000
290.340,35.552,1,0.000,0.000
290.440,17.774,1,0.199,0.199
290.542,27.421,1,0.000,0.000
290.643,28.753,1,0.000,0.000
290.748,18.396,1,0.000,0.000
290.847,38.057,1,0.000,0.000
290.947,12.068,1,0.598,0.598
291.047,23.264,1,0.588,0.588
291.149,18.272,1,0.596,0.596
291.256,19.520,1,0.195,0.195
291.353,19.120,1,0.000,0.000
291.454,42.449,1,0.000,0.000
291.555,32.360,1,0.000,0.000
291.656,53.380,1,0.000,0.000
291.760,55.273,1,0.000,0.000
291.859,49.050,1,0.000,0.000
291.960,47.315,1,0.000,0.000
292.060,33.944,1,0.000,0.000
292.162,40.140,1,0.000,0.000
292.265,42.044,1,0.000,0.000
292.362,27.480,1,0.000,0.000
292.464,22.379,1,0.000,0.000
292.564,23.904,1,0.000,0.000
292.667,36.407,1,0.000,0.000
292.770,17.812,1,0.000,0.000
292.870,18.505,1,0.000,0.000
292.978,12.592,1,0.000,0.000
293.078,26.546,1,0.000,0.000
293.179,3.359,1,0.000,0.000
293.285,4.999,1,0.000,0.000
293.383,16.777,1,0.000,0.000
293.485,34.175,1,0.000,0.000
293.586,43.407,1,0.000,0.000
293.687,27.462,1,0.000,0.000
293.793,11.860,1,0.000,0.000
293.892,19.775,1,0.000,0.000
293.994,44.023,1,0.195,0.195
294.096,17.457,1,0.000,0.000
294.196,3.611,1,0.000,0.000
294.302,24.300,1,0.000,0.000
294.401,6.796,1,0.000,0.000
294.502,32.298,1,0.197,0.197
294.603,12.958,1,0.792,0.792
294.704,12.841,1,0.000,0.000
294.809,12.198,1,0.000,0.000
294.906,6.941,1,0.000,0.000
295.008,20.327,1,0.000,0.000
295.108,10.570,1,0.000,0.000
295.209,6.093,1,0.000,0.000
295.313,24.115,1,0.000,0.000
295.412,28.787,1,0.000,0.000
295.513,25.770,1,0.000,0.000
295.613,20.408,1,0.000,0.000
295.715,32.911,1,0.198,0.198
295.820,38.690,1,0.000,0.000
295.917,23.667,1,0.000,0.000
296.017,23.593,1,0.000,0.000
296.118,30.884,1,0.000,0.000
296.218,11.364,1,0.796,0.796
296.325,13.246,1,0.589,0.589
296.422,38.743,1,0.589,0.589
296.523,6.346,1,0.792,0.792
296.625,20.285,1,0.395,0.395
296.727,22.692,1,0.000,0.000
296.831,26.896,1,0.000,0.000
296.930,27.916,1,0.000,0.000
297.032,33.582,1,0.000,0.000
297.134,24.617,1,0.000,0.000
297.235,20.511,1,0.000,0.000
297.339,36.360,1,0.197,0.197
297.438,17.625,1,0.000,0.000
297.541,16.191,1,0.000,0.000
297.642,45.368,1,0.000,0.000
297.744,28.089,1,0.198,0.198
297.848,25.372,1,0.591,0.591
297.947,14.892,1,0.587,0.587
298.048,7.477,1,0.787,0.787
298.149,8.877,1,0.199,0.199
298.253,9.788,1,0.000,0.000
298.359,13.050,1,0.000,0.000
298.458,14.649,1,0.196,0.196
298.558,25.839,1,0.000,0.000
298.660,40.205,1,0.000,0.000
298.761,32.188,1,0.000,0.000
298.866,14.339,1,0.000,0.000
298.964,23.766,1,0.000,0.000
299.065,31.645,1,0.000,0.000
299.165,22.461,1,0.000,0.000
299.269,27.538,1,0.000,0.000
299.373,21.944,1,0.000,0.000
299.471,11.948,1,0.000,0.000
299.572,9.102,1,0.000,0.000
299.674,5.781,1,0.000,0.000
299.776,21.249,1,0.000,0.000
299.879,10.004,1,0.000,0.000
299.977,17.810,1,0.000,0.000
300.080,14.678,1,0.197,0.197
300.180,12.150,1,0.000,0.000
300.281,19.196,1,0.000,0.000
300.387,26.029,1,0.000,0.000
300.484,15.569,1,0.000,0.000
300.584,15.108,1,0.000,0.000
300.687,17.851,1,0.000,0.000
300.788,13.298,1,0.000,0.000
300.896,8.611,1,0.000,0.000
300.995,9.921,1,0.000,0.000
301.096,10.578,1,0.000,0.000
301.198,40.641,1,0.198,0.198
301.298,38.042,1,0.000,0.000
301.406,52.023,1,0.000,0.000
301.502,24.706,1,0.198,0.198
301.605,47.499,1,0.000,0.000
301.706,26.541,1,0.000,0.000
301.807,35.867,1,0.000,0.000
301.911,19.732,1,0.000,0.000
302.010,34.986,1,0.196,0.196
302.113,11.150,1,0.000,0.000
302.213,27.477,1,0.000,0.000
302.315,21.534,1,0.197,0.197
302.421,26.397,1,0.000,0.000
302.520,21.767,1,0.000,0.000
302.619,10.214,1,0.000,0.000
302.723,17.989,1,0.000,0.000
302.823,18.148,1,0.198,0.198
302.927,19.346,1,0.000,0.000
303.026,14.818,1,0.000,0.000
303.127,43.292,1,0.000,0.000
303.227,12.553,1,0.000,0.000
303.329,15.589,1,0.000,0.000
303.433,34.603,1,0.000,0.000
303.531,15.737,1,0.000,0.000
303.633,17.279,1,0.000,0.000
303.734,27.091,1,0.000,0.000
303.835,10.153,1,0.000,0.000
303.940,3.286,1,0.000,0.000
304.038,10.840,1,0.000,0.000
304.142,11.641,1,0.000,0.000
304.243,8.359,1,0.000,0.000
304.344,21.910,1,0.000,0.000
304.449,6.999,1,0.000,0.000
304.547,36.484,1,0.000,0.000
304.649,11.861,1,0.000,0.000
304.749,9.492,1,0.000,0.000
304.851,7.320,1,0.000,0.000
304.957,16.541,1,0.000,0.000
305.056,9.988,1,0.000,0.000
305.158,32.137,1,0.000,0.000
305.259,19.582,1,0.000,0.000
305.359,18.676,1,0.000,0.000
305.465,27.179,1,0.000,0.000
305.563,34.254,1,0.000,0.000
305.664,42.927,1,0.000,0.000
305.766,18.853,1,0.000,0.000
305.866,42.627,1,0.000,0.000
305.970,38.803,1,0.000,0.000
306.068,22.606,1,0.000,0.000
306.170,44.303,1,0.000,0.000
306.271,13.261,1,0.000,0.000
306.371,20.790,1,0.000,0.000
306.476,26.827,1,0.000,0.000
306.574,33.210,1,0.000,0.000
306.677,18.312,1,0.000,0.000
306.777,11.693,1,0.000,0.000
306.878,18.816,1,0.000,0.000
306.984,14.940,1,0.000,0.000
307.082,27.710,1,0.000,0.000
307.183,22.584,1,0.000,0.000
307.285,20.930,1,0.000,0.000
307.386,15.876,1,0.000,0.000
307.490,11.266,1,0.000,0.000
307.589,29.612,1,0.000,0.000
307.688,33.903,1,0.000,0.000
307.792,25.196,1,0.000,0.000
307.893,16.926,1,0.000,0.000
307.997,23.195,1,0.000,0.000
308.094,35.244,1,0.000,0.000
308.196,22.256,1,0.000,0.000
308.297,19.554,1,0.000,0.000
308.398,29.788,1,0.000,0.000
308.503,23.354,1,0.000,0.000
308.600,9.772,1,0.000,0.000
308.701,12.438,1,0.000,0.000
308.802,6.768,1,0.000,0.000
308.904,24.156,1,0.000,0.000
309.009,7.448,1,0.000,0.000
309.107,20.311,1,0.000,0.000
309.208,27.371,1,0.000,0.000
309.311,8.703,1,0.000,0.000
309.413,17.980,1,0.000,0.000
309.517,11.628,1,0.000,0.000
309.618,10.933,1,0.000,0.000
309.718,6.957,1,0.000,0.000
309.820,31.802,1,0.000,0.000
309.922,8.949,1,0.000,0.000
310.026,19.517,1,0.000,0.000
310.128,5.591,1,0.000,0.000
310.229,10.953,1,0.000,0.000
310.330,3.701,1,0.000,0.000
310.432,11.738,1,0.000,0.000
310.537,26.779,1,0.000,0.000
310.635,7.877,1,0.000,0.000
310.735,13.251,1,0.000,0.000
310.838,20.592,1,0.000,0.000
310.939,25.647,1,0.000,0.000
311.045,20.604,1,0.000,0.000
311.142,23.244,1,0.000,0.000
311.244,16.394,1,0.000,0.000
311.346,29.255,1,0.000,0.000
311.447,27.044,1,0.000,0.000
311.550,19.719,1,0.000,0.000
311.649,18.378,1,0.000,0.000
311.750,4.556,1,0.000,0.000
311.850,34.595,1,0.000,0.000
311.952,15.083,1,0.000,0.000
312.056,33.392,1,0.000,0.000
312.153,14.147,1,0.000,0.000
312.255,27.749,1,0.000,0.000
312.357,4.365,1,0.000,0.000
312.458,5.885,1,0.000,0.000
312.563,7.910,1,0.000,0.000
312.661,20.817,1,0.000,0.000
312.761,3.315,1,0.000,0.000
312.869,30.274,1,0.000,0.000
312.972,9.219,1,0.000,0.000
313.075,9.367,1,0.000,0.000
313.175,7.121,1,0.000,0.000
313.276,13.227,1,0.000,0.000
313.376,43.045,1,0.000,0.000
313.479,28.894,1,0.197,0.197
313.583,22.773,1,0.000,0.000
313.683,11.782,1,0.000,0.000
313.783,12.191,1,0.000,0.000
313.885,15.139,1,0.000,0.000
313.989,13.509,1,0.000,0.000
314.092,5.100,1,0.000,0.000
314.191,28.406,1,0.000,0.000
314.293,30.636,1,0.000,0.000
314.394,12.089,1,0.000,0.000
314.494,15.798,1,0.000,0.000
314.599,30.788,1,0.000,0.000
314.699,20.434,1,0.000,0.000
314.799,24.625,1,0.000,0.000
314.900,19.250,1,0.000,0.000
315.003,7.066,1,0.000,0.000
315.107,31.099,1,0.000,0.000
315.207,16.044,1,0.000,0.000
315.307,8.623,1,0.000,0.000
315.409,29.552,1,0.000,0.000
315.510,10.288,1,0.000,0.000
315.615,22.522,1,0.198,0.198
315.712,20.000,1,0.000,0.000
315.813,1.499,1,0.000,0.000
315.915,12.861,1,0.000,0.000
316.017,26.895,1,0.000,0.000
316.122,17.275,1,0.196,0.196
316.219,21.355,1,0.594,0.594
316.321,13.957,1,0.790,0.790
316.423,8.968,1,0.197,0.197
316.523,9.893,1,0.000,0.000
316.628,5.784,1,0.000,0.000
316.727,9.940,1,0.000,0.000
316.828,4.317,1,0.000,0.000
316.930,33.712,1,0.000,0.000
317.031,3.792,1,0.000,0.000
317.136,7.930,1,0.000,0.000
317.236,8.518,1,0.000,0.000
317.336,5.374,1,0.000,0.000
317.438,39.893,1,0.000,0.000
317.541,15.553,1,0.000,0.000
317.644,35.173,1,0.000,0.000
317.742,3.635,1,0.000,0.000
317.843,19.706,1,0.000,0.000
317.945,8.968,1,0.000,0.000
318.047,1.811,1,0.000,0.000
318.151,5.551,1,0.000,0.000
318.247,17.677,1,0.000,0.000
318.351,19.123,1,0.196,0.196
318.453,26.788,1,0.000,0.000
318.554,5.470,1,0.000,0.000
318.660,10.334,1,0.000,0.000
318.757,1.358,1,0.000,0.000
318.859,10.348,1,0.781,0.781
318.961,12.225,1,0.589,0.589
319.063,17.532,1,0.795,0.795
319.167,3.799,1,0.588,0.588
319.265,4.683,1,0.000,0.000
319.367,15.703,1,0.000,0.000
319.467,81.568,1,0.000,0.000
319.570,69.423,1,0.000,0.000
319.675,56.525,1,0.000,0.000
319.772,57.883,1,0.000,0.000
319.873,32.940,1,0.197,0.197
319.975,30.473,1,0.000,0.000
320.075,40.059,1,0.000,0.000
320.181,26.530,1,0.000,0.000
320.280,16.546,1,0.000,0.000
320.381,29.572,1,0.785,0.785
320.483,20.045,1,0.591,0.591
320.583,12.104,1,0.595,0.595
320.688,32.781,1,0.000,0.000
320.786,12.305,1,0.000,0.000
320.887,31.187,1,0.000,0.000
320.989,5.288,1,0.197,0.197
321.091,10.489,1,0.000,0.000
321.195,21.373,1,0.000,0.000
321.293,2.756,1,0.000,0.000
321.394,11.604,1,0.000,0.000
321.494,22.015,1,0.000,0.000
321.595,12.374,1,0.000,0.000
321.700,9.359,1,0.000,0.000
321.801,28.435,1,0.000,0.000
321.901,5.874,1,0.000,0.000
322.003,16.133,1,0.000,0.000
322.104,6.331,1,0.000,0.000
322.208,7.268,1,0.000,0.000
322.306,14.377,1,0.000,0.000
322.406,7.205,1,0.197,0.197
322.508,6.656,1,0.000,0.000
322.609,9.605,1,0.000,0.000
322.715,13.092,1,0.000,0.000
322.812,18.748,1,0.199,0.199
322.913,32.909,1,0.000,0.000
323.014,7.664,1,0.000,0.000
323.115,5.051,1,0.000,0.000
323.220,3.499,1,0.199,0.199
323.319,12.289,1,0.000,0.000
323.418,18.005,1,0.000,0.000
323.520,29.678,1,0.198,0.198
323.622,2.669,1,0.000,0.000
323.728,34.185,1,0.000,0.000
323.827,40.639,1,0.000,0.000
323.929,32.851,1,0.000,0.000
324.032,22.682,1,0.196,0.196
324.133,41.306,1,0.594,0.594
324.237,28.255,1,0.786,0.786
324.335,25.860,1,0.394,0.394
324.435,23.467,1,0.000,0.000
324.538,20.649,1,0.000,0.000
324.638,19.693,1,0.000,0.000
324.744,20.003,1,0.000,0.000
324.842,25.063,1,0.197,0.197
324.944,27.951,1,0.000,0.000
325.047,17.785,1,0.000,0.000
325.149,23.140,1,0.000,0.000
325.253,14.238,1,0.000,0.000
325.351,5.520,1,0.597,0.597
325.451,23.760,1,0.596,0.596
325.551,28.258,1,0.594,0.594
325.654,24.576,1,0.793,0.793
325.759,2.194,1,0.196,0.196
325.856,5.483,1,0.000,0.000
325.960,30.437,1,0.000,0.000
326.061,23.218,1,0.000,0.000
326.163,3.514,1,0.000,0.000
326.266,8.795,1,0.000,0.000
326.364,1.766,1,0.000,0.000
326.465,23.719,1,0.000,0.000
326.568,12.362,1,0.000,0.000
326.669,23.630,1,0.000,0.000
326.775,24.868,1,0.000,0.000
326.872,6.972,1,0.000,0.000
326.973,19.402,1,0.000,0.000
327.074,12.599,1,0.000,0.000
327.175,17.526,1,0.000,0.000
327.280,42.957,1,0.000,0.000
327.377,19.706,1,0.000,0.000
327.479,38.256,1,0.000,0.000
327.580,30.225,1,0.000,0.000
327.686,24.757,1,0.000,0.000
327.789,14.553,1,0.000,0.000
327.888,18.984,1,0.000,0.000
327.988,21.737,1,0.198,0.198
328.089,35.217,1,0.000,0.000
328.190,3.570,1,0.000,0.000
328.294,29.858,1,0.000,0.000
328.391,7.496,1,0.000,0.000
328.493,29.526,1,0.000,0.000
328.594,22.263,1,0.000,0.000
328.696,4.654,1,0.000,0.000
328.800,7.316,1,0.198,0.198
328.899,9.169,1,0.000,0.000
329.000,7.448,1,0.000,0.000
329.101,12.547,1,0.000,0.000
329.202,15.833,1,0.198,0.198
329.307,9.300,1,0.000,0.000
329.405,3.839,1,0.000,0.000
329.507,18.265,1,0.000,0.000
329.608,15.030,1,0.000,0.000
329.710,19.374,1,0.590,0.590
329.814,44.085,1,0.594,0.594
329.912,26.337,1,0.793,0.793
330.014,27.987,1,0.196,0.196
330.116,29.055,1,0.000,0.000
330.216,26.137,1,0.000,0.000
330.320,32.252,1,0.000,0.000
330.419,40.997,1,0.000,0.000
330.520,27.158,1,0.000,0.000
330.621,22.038,1,0.000,0.000
330.723,17.109,1,0.000,0.000
330.828,13.606,1,0.000,0.000
330.926,31.814,1,0.000,0.000
331.026,15.716,1,0.199,0.199
331.127,19.356,1,0.000,0.000
331.228,27.136,1,0.000,0.000
331.333,15.126,1,0.000,0.000
331.430,15.323,1,0.199,0.199
331.531,13.142,1,0.000,0.000
331.632,32.051,1,0.000,0.000
331.733,4.288,1,0.000,0.000
331.839,20.064,1,0.000,0.000
331.939,17.929,1,0.000,0.000
332.038,11.454,1,0.000,0.000
332.140,12.337,1,0.000,0.000
332.241,21.568,1,0.000,0.000
332.346,15.715,1,0.000,0.000
332.443,8.597,1,0.000,0.000
332.546,14.658,1,0.000,0.000
332.647,21.784,1,0.000,0.000
332.748,4.148,1,0.000,0.000
332.863,7.598,1,0.000,0.000
332.960,18.162,1,0.000,0.000
333.062,24.010,1,0.194,0.194
333.165,8.859,1,0.000,0.000
333.267,13.504,1,0.000,0.000
333.371,17.808,1,0.000,0.000
333.473,3.839,1,0.191,0.191
333.575,13.147,1,0.590,0.590
333.677,12.304,1,0.593,0.593
333.776,17.608,1,0.199,0.199
333.881,7.785,1,0.000,0.000
333.979,19.021,1,0.000,0.000
334.082,8.054,1,0.000,0.000
334.184,18.401,1,0.000,0.000
334.285,19.801,1,0.000,0.000
334.391,19.339,1,0.000,0.000
334.489,15.647,1,0.000,0.000
334.591,17.017,1,0.197,0.197
334.693,7.643,1,0.000,0.000
334.793,31.136,1,0.000,0.000
334.897,31.097,1,0.000,0.000
334.998,18.750,1,0.000,0.000
335.097,15.655,1,0.000,0.000
335.199,23.646,1,0.000,0.000
335.302,16.964,1,0.000,0.000
335.405,18.675,1,0.000,0.000
335.505,11.064,1,0.000,0.000
335.605,7.903,1,0.000,0.000
335.706,15.404,1,0.000,0.000
335.807,20.303,1,0.000,0.000
335.911,16.522,1,0.000,0.000
336.009,17.180,1,0.000,0.000
336.110,33.985,1,0.000,0.000
336.211,31.231,1,0.000,0.000
336.312,39.255,1,0.000,0.000
336.416,46.733,1,0.000,0.000
336.515,31.871,1,0.000,0.000
336.616,59.728,1,0.000,0.000
336.717,20.051,1,0.000,0.000
336.819,28.367,1,0.000,0.000
336.925,24.545,1,0.000,0.000
337.022,12.084,1,0.000,0.000
337.125,13.549,1,0.000,0.000
337.226,23.014,1,0.000,0.000
337.330,12.653,1,0.000,0.000
337.436,21.158,1,0.000,0.000
337.535,16.556,1,0.000,0.000
337.636,30.727,1,0.000,0.000
337.738,16.367,1,0.000,0.000
337.839,27.553,1,0.000,0.000
337.943,35.721,1,0.000,0.000
338.041,3.179,1,0.000,0.000
338.144,4.715,1,0.000,0.000
338.246,15.251,1,0.000,0.000
338.346,19.971,1,0.000,0.000
338.451,21.016,1,0.000,0.000
338.550,13.006,1,0.000,0.000
338.652,6.120,1,0.000,0.000
338.753,4.511,1,0.000,0.000
338.855,17.299,1,0.000,0.000
338.959,18.028,1,0.000,0.000
339.056,8.750,1,0.000,0.000
339.158,12.543,1,0.000,0.000
339.259,3.081,1,0.000,0.000
339.363,9.209,1,0.000,0.000
339.467,28.397,1,0.000,0.000
339.566,10.298,1,0.000,0.000
339.668,22.501,1,0.000,0.000
339.768,10.838,1,0.000,0.000
339.870,20.601,1,0.000,0.000
339.976,10.616,1,0.000,0.000
340.073,35.533,1,0.000,0.000
340.175,41.382,1,0.000,0.000
340.276,36.444,1,0.000,0.000
340.377,61.898,1,0.000,0.000
340.481,44.500,1,0.000,0.000
340.579,13.956,1,0.000,0.000
340.679,11.043,1,0.000,0.000
340.779,27.398,1,0.000,0.000
340.883,26.735,1,0.000,0.000
340.986,31.747,1,0.000,0.000
341.084,15.281,1,0.000,0.000
341.186,17.391,1,0.000,0.000
341.287,16.771,1,0.000,0.000
341.389,9.036,1,0.000,0.000
341.494,16.275,1,0.000,0.000
341.592,52.735,1,0.000,0.000
341.694,26.900,1,0.000,0.000
341.797,39.944,1,0.000,0.000
341.897,39.245,1,0.000,0.000
342.002,29.664,1,0.000,0.000
342.099,31.288,1,0.000,0.000
342.202,19.035,1,0.000,0.000
342.302,23.956,1,0.000,0.000
342.403,19.431,1,0.000,0.000
342.509,31.926,1,0.000,0.000
342.606,12.324,1,0.000,0.000
342.710,12.809,1,0.000,0.000
342.812,4.726,1,0.000,0.000
342.914,21.309,1,0.000,0.000
343.018,30.274,1,0.000,0.000
343.116,41.628,1,0.000,0.000
343.217,29.057,1,0.000,0.000
343.316,17.303,1,0.000,0.000
343.419,27.183,1,0.000,0.000
343.524,6.626,1,0.000,0.000
343.621,24.053,1,0.000,0.000
343.724,38.872,1,0.000,0.000
343.825,31.526,1,0.000,0.000
343.925,17.649,1,0.000,0.000
344.032,13.448,1,0.000,0.000
344.129,8.314,1,0.000,0.000
344.230,8.747,1,0.000,0.000
344.331,14.219,1,0.000,0.000
344.432,5.797,1,0.000,0.000
344.537,18.285,1,0.000,0.000
344.633,12.254,1,0.000,0.000
344.737,16.757,1,0.000,0.000
344.839,17.506,1,0.000,0.000
344.941,4.419,1,0.000,0.000
345.044,13.245,1,0.000,0.000
345.145,11.374,1,0.000,0.000
345.246,15.998,1,0.000,0.000
345.347,22.485,1,0.000,0.000
345.448,11.898,1,0.000,0.000
345.553,14.086,1,0.000,0.000
345.652,6.360,1,0.000,0.000
345.753,12.032,1,0.000,0.000
345.855,24.323,1,0.000,0.000
345.956,19.262,1,0.000,0.000
346.060,7.144,1,0.000,0.000
346.159,5.026,1,0.000,0.000
346.262,11.999,1,0.000,0.000
346.363,17.872,1,0.000,0.000
346.466,20.404,1,0.000,0.000
346.570,20.668,1,0.000,0.000
346.668,24.729,1,0.000,0.000
346.768,35.938,1,0.000,0.000
346.870,12.491,1,0.000,0.000
346.971,17.405,1,0.000,0.000
347.076,12.489,1,0.000,0.000
347.173,20.588,1,0.000,0.000
347.275,21.077,1,0.000,0.000
347.377,18.467,1,0.000,0.000
347.478,16.042,1,0.000,0.000
347.583,7.018,1,0.000,0.000
347.683,30.120,1,0.000,0.000
347.784,24.792,1,0.196,0.196
347.886,4.645,1,0.000,0.000
347.987,24.019,1,0.000,0.000
348.091,10.899,1,0.000,0.000
348.189,15.862,1,0.000,0.000
348.290,15.999,1,0.594,0.594
348.391,3.133,1,0.589,0.589
348.493,8.217,1,0.594,0.594
348.596,5.998,1,0.000,0.000
348.695,22.802,1,0.000,0.000
348.796,22.490,1,0.000,0.000
348.897,16.167,1,0.198,0.198
348.997,20.473,1,0.000,0.000
349.102,8.778,1,0.000,0.000
349.206,29.963,1,0.189,0.189
349.306,19.065,1,0.000,0.000
349.408,21.002,1,0.000,0.000
349.510,24.013,1,0.000,0.000
349.614,22.161,1,0.000,0.000
349.715,2.692,1,0.000,0.000
349.815,3.747,1,0.000,0.000
349.916,12.676,1,0.000,0.000
350.018,41.826,1,0.000,0.000
350.123,23.075,1,0.000,0.000
350.219,35.632,1,0.000,0.000
350.322,26.573,1,0.000,0.000
350.424,22.803,1,0.000,0.000
350.525,33.800,1,0.000,0.000
350.629,18.909,1,0.000,0.000
350.727,26.065,1,0.000,0.000
350.828,24.086,1,0.000,0.000
350.930,10.777,1,0.000,0.000
351.032,30.725,1,0.000,0.000
351.136,17.745,1,0.000,0.000
351.237,10.071,1,0.000,0.000
351.339,33.292,1,0.000,0.000
351.441,16.126,1,0.000,0.000
351.542,36.078,1,0.000,0.000
351.648,13.364,1,0.000,0.000
351.743,18.699,1,0.000,0.000
351.845,7.047,1,0.000,0.000
351.946,40.083,1,0.000,0.000
352.047,36.618,1,0.000,0.000
352.153,27.522,1,0.000,0.000
352.251,36.491,1,0.000,0.000
352.353,31.087,1,0.000,0.000
352.453,19.478,1,0.000,0.000
352.555,20.401,1,0.000,0.000
352.659,32.018,1,0.000,0.000
352.757,36.039,1,0.000,0.000
352.859,22.265,1,0.000,0.000
352.960,22.082,1,0.000,0.000
353.061,22.635,1,0.000,0.000
353.166,10.202,1,0.000,0.000
353.263,18.404,1,0.000,0.000
353.366,19.632,1,0.000,0.000
353.468,5.062,1,0.000,0.000
353.569,24.943,1,0.000,0.000
353.675,17.849,1,0.000,0.000
353.773,35.021,1,0.000,0.000
353.875,13.667,1,0.000,0.000
353.979,23.924,1,0.000,0.000
354.081,23.995,1,0.000,0.000
354.185,14.636,1,0.000,0.000
354.283,25.162,1,0.000,0.000
354.386,9.994,1,0.000,0.000
354.487,18.944,1,0.000,0.000
354.589,21.446,1,0.000,0.000
354.694,7.994,1,0.000,0.000
354.792,8.159,1,0.000,0.000
354.893,13.448,1,0.000,0.000
354.994,11.214,1,0.000,0.000
355.095,8.891,1,0.000,0.000
355.199,6.545,1,0.000,0.000
355.297,23.222,1,0.000,0.000
355.399,19.535,1,0.000,0.000
355.499,18.041,1,0.000,0.000
355.602,59.276,1,0.000,0.000
355.705,18.216,1,0.000,0.000
355.802,27.870,1,0.000,0.000
355.905,11.948,1,0.000,0.000
356.007,31.751,1,0.000,0.000
356.109,40.292,1,0.000,0.000
356.213,24.519,1,0.000,0.000
356.310,22.156,1,0.000,0.000
356.410,18.351,1,0.000,0.000
356.513,17.799,1,0.000,0.000
356.613,9.807,1,0.000,0.000
356.717,20.600,1,0.000,0.000
356.816,12.633,1,0.000,0.000
356.917,12.925,1,0.000,0.000
357.019,26.391,1,0.000,0.000
357.121,14.932,1,0.000,0.000
357.230,15.336,1,0.000,0.000
357.328,4.468,1,0.000,0.000
357.428,4.411,1,0.000,0.000
357.529,28.375,1,0.000,0.000
357.630,33.498,1,0.000,0.000
357.737,46.594,1,0.000,0.000
357.835,37.701,1,0.000,0.000
357.937,29.157,1,0.000,0.000
358.038,21.610,1,0.000,0.000
358.140,28.935,1,0.000,0.000
358.251,36.911,1,0.000,0.000
358.349,12.359,1,0.000,0.000
358.450,15.396,1,0.000,0.000
358.552,23.817,1,0.000,0.000
358.653,36.344,1,0.000,0.000
358.760,17.018,1,0.000,0.000
358.857,42.254,1,0.000,0.000
358.958,27.735,1,0.000,0.000
359.058,3.670,1,0.000,0.000
359.159,9.839,1,0.000,0.000
359.267,25.505,1,0.000,0.000
359.366,24.817,1,0.000,0.000
359.467,11.472,1,0.000,0.000
359.568,14.315,1,0.000,0.000
359.668,25.108,1,0.000,0.000
359.772,14.724,1,0.000,0.000
359.872,11.319,1,0.000,0.000
359.973,15.849,1,0.000,0.000
360.074,8.129,1,0.000,0.000
360.175,4.397,1,0.000,0.000
360.279,14.287,1,0.000,0.000
360.377,30.613,1,0.000,0.000
360.479,10.121,1,0.000,0.000
360.582,16.728,1,0.000,0.000
360.682,17.254,1,0.000,0.000
360.788,16.472,1,0.000,0.000
360.887,8.545,1,0.000,0.000
360.988,9.091,1,0.000,0.000
361.091,4.086,1,0.000,0.000
361.192,19.593,1,0.000,0.000
361.297,43.696,1,0.000,0.000
361.395,48.415,1,0.000,0.000
361.496,39.354,1,0.000,0.000
361.597,44.652,1,0.000,0.000
361.700,39.252,1,0.000,0.000
361.804,43.572,1,0.000,0.000
361.903,43.181,1,0.000,0.000
362.005,32.351,1,0.000,0.000
362.106,19.453,1,0.000,0.000
362.208,22.775,1,0.000,0.000
362.313,35.143,1,0.000,0.000
