event,gesture,timestamp
gesture_detected,NEUTRAL,1776670259.1575334
gesture_detected,NEUTRAL,1776670259.2190113
gesture_detected,NEUTRAL,1776670259.282245
gesture_detected,NEUTRAL,1776670259.3487039
gesture_detected,NEUTRAL,1776670259.411142
gesture_detected,NEUTRAL,1776670259.4739878
gesture_detected,NEUTRAL,1776670259.5388634
gesture_detected,NEUTRAL,1776670259.6037233
gesture_detected,NEUTRAL,1776670259.6678092
gesture_detected,NEUTRAL,1776670259.7321413
gesture_detected,NEUTRAL,1776670259.7949364
gesture_detected,NEUTRAL,1776670259.859345
gesture_detected,NEUTRAL,1776670259.9228504
gesture_detected,NEUTRAL,1776670259.986036
gesture_detected,NEUTRAL,1776670260.0490506
gesture_detected,NEUTRAL,1776670260.1126425
gesture_detected,NEUTRAL,1776670260.175158
gesture_detected,NEUTRAL,1776670260.239478
gesture_detected,NEUTRAL,1776670260.3033175
gesture_detected,NEUTRAL,1776670260.3687096
gesture_detected,NEUTRAL,1776670260.433146
gesture_detected,NEUTRAL,1776670260.4978862
gesture_detected,NEUTRAL,1776670260.564005
gesture_detected,NEUTRAL,1776670260.6261485
gesture_detected,NEUTRAL,1776670260.6889288
gesture_detected,NEUTRAL,1776670260.7515142
gesture_detected,NEUTRAL,1776670260.8155684
gesture_detected,NEUTRAL,1776670260.879984
gesture_detected,NEUTRAL,1776670260.9441602
gesture_detected,NEUTRAL,1776670261.0076804
gesture_detected,NEUTRAL,1776670261.071681
gesture_detected,NEUTRAL,1776670261.1385891
gesture_detected,NEUTRAL,1776670261.205683
gesture_detected,NEUTRAL,1776670261.272359
gesture_detected,NEUTRAL,1776670261.338936
gesture_detected,NEUTRAL,1776670261.4026055
gesture_detected,NEUTRAL,1776670261.4677942
gesture_detected,NEUTRAL,1776670261.5322382
gesture_detected,NEUTRAL,1776670261.5948186
gesture_detected,NEUTRAL,1776670261.6592126
gesture_detected,NEUTRAL,1776670261.724088
