timestamp,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
1776259666.6584473,0.7511717081069946,0.5657290816307068,-8.70267840014094e-08,0.7445292472839355,0.5029869079589844,0.010588061064481735,0.7249486446380615,0.47320500016212463,0.015798622742295265,0.7045744061470032,0.468261182308197,0.0186575036495924,0.6903209090232849,0.4778817296028137,0.021480517461895943,0.6795969009399414,0.470542311668396,0.01142886932939291,0.6531261205673218,0.4636102020740509,0.015141816809773445,0.657213032245636,0.4753793179988861,0.017071329057216644,0.6673149466514587,0.48404091596603394,0.01860429346561432,0.6706397533416748,0.5076602101325989,0.006799881346523762,0.646205484867096,0.5002016425132751,0.0141857098788023,0.6531345248222351,0.5072941184043884,0.018179012462496758,0.6634892225265503,0.511701226234436,0.019789433106780052,0.6703633666038513,0.547282338142395,0.0031847034115344286,0.647446870803833,0.5418132543563843,0.009820377454161644,0.6557131409645081,0.5426490306854248,0.014289012178778648,0.6664657592773438,0.5446440577507019,0.01577424257993698,0.6764642000198364,0.5867627859115601,0.0004356814897619188,0.6572829484939575,0.5830234885215759,0.006961255334317684,0.6634967923164368,0.5791946053504944,0.013893118128180504,0.6731098294258118,0.5784800052642822,0.018631327897310257
1776259666.7192316,0.7488297820091248,0.5653409957885742,-6.698886778622182e-08,0.7425189018249512,0.5021927952766418,0.010885307565331459,0.724766194820404,0.47277355194091797,0.01590571738779545,0.7052046060562134,0.46737760305404663,0.01842600293457508,0.6914915442466736,0.4765622913837433,0.02098354510962963,0.6783797740936279,0.46959388256073,0.012391158379614353,0.6511238217353821,0.46163085103034973,0.01659785956144333,0.6531841158866882,0.47286078333854675,0.019377276301383972,0.6625182628631592,0.4827915132045746,0.021680248901247978,0.6692023873329163,0.5065929889678955,0.007835243828594685,0.6447702050209045,0.4997445046901703,0.0158077459782362,0.6509630084037781,0.5065615177154541,0.02049744687974453,0.6608166694641113,0.5105169415473938,0.0226450078189373,0.6685465574264526,0.5459719300270081,0.0042270030826330185,0.6454547643661499,0.5409776568412781,0.011470652185380459,0.6533757448196411,0.5418062210083008,0.016489112749695778,0.6639912128448486,0.5439143180847168,0.01832863874733448,0.674167811870575,0.5856161117553711,0.0014425707049667835,0.6551902294158936,0.5833331346511841,0.008230742067098618,0.6607151627540588,0.578722357749939,0.015085960738360882,0.6698371171951294,0.5767691731452942,0.019839515909552574
1776259666.780158,0.7479991912841797,0.5635392069816589,-7.151966485707817e-08,0.7409185171127319,0.5008712410926819,0.01045598741620779,0.721610963344574,0.47179174423217773,0.01547916792333126,0.7016869187355042,0.4673047363758087,0.018239863216876984,0.6877073049545288,0.4772675037384033,0.021009929478168488,0.6765881180763245,0.46902409195899963,0.011189743876457214,0.6498386263847351,0.46139779686927795,0.015110891312360764,0.6534042358398438,0.4720580577850342,0.017307277768850327,0.6632097363471985,0.4804939329624176,0.019065624102950096,0.6675865054130554,0.5065358877182007,0.006782126147300005,0.6432183384895325,0.49837228655815125,0.014220589771866798,0.6497625708580017,0.5041918158531189,0.01835397258400917,0.6599060893058777,0.5080505013465881,0.020117994397878647,0.6672529578208923,0.5463441014289856,0.003386892843991518,0.6441631317138672,0.5399178266525269,0.010263041593134403,0.6517291069030762,0.5391932725906372,0.0146609703078866,0.6620647311210632,0.5405029058456421,0.016078520566225052,0.6734329462051392,0.5858303904533386,0.0008666118374094367,0.6547428369522095,0.5817561745643616,0.007624899037182331,0.6603504419326782,0.576605498790741,0.014452931471168995,0.669448733329773,0.5750899910926819,0.019102366641163826
1776259666.8423219,0.7459831833839417,0.5634170770645142,-5.217330567575118e-08,0.7402181625366211,0.5012636184692383,0.00900998990982771,0.7214632034301758,0.4705335795879364,0.013550616800785065,0.700968861579895,0.466275691986084,0.01611425168812275,0.6867286562919617,0.47680914402008057,0.018787803128361702,0.6762434840202332,0.4684314727783203,0.010568910278379917,0.6492727398872375,0.45909371972084045,0.014131654985249043,0.6505367755889893,0.4689459502696991,0.01636318303644657,0.6591517329216003,0.4784201383590698,0.018362734466791153,0.6669650673866272,0.5055093169212341,0.006840311456471682,0.6417702436447144,0.49750542640686035,0.014120570383965969,0.6464928388595581,0.5028870701789856,0.018259458243846893,0.655814528465271,0.506523609161377,0.020210426300764084,0.6662116646766663,0.5448606610298157,0.003904141252860427,0.6427058577537537,0.539272129535675,0.01049844454973936,0.6487444639205933,0.5382524132728577,0.014711502008140087,0.6583971977233887,0.5386829972267151,0.01613094098865986,0.6717165112495422,0.5843097567558289,0.0016824662452563643,0.6538234949111938,0.5817785263061523,0.007923468016088009,0.6585077047348022,0.57667475938797,0.014162370935082436,0.6669726371765137,0.5743157267570496,0.018530020490288734
1776259666.9032207,0.744436502456665,0.5616463422775269,-7.321332873289066e-08,0.7384825944900513,0.49957847595214844,0.00936520379036665,0.719485342502594,0.4701915681362152,0.013887444511055946,0.6987802386283875,0.4660879671573639,0.016293082386255264,0.6846810579299927,0.47712457180023193,0.0188294630497694,0.6733323335647583,0.46670058369636536,0.010909599252045155,0.6474102735519409,0.45997440814971924,0.014577939175069332,0.6520670652389526,0.4711816608905792,0.016498982906341553,0.6624868512153625,0.4793964624404907,0.018056856468319893,0.6642094850540161,0.5043128728866577,0.006926419213414192,0.6405431628227234,0.49643975496292114,0.01432081963866949,0.6481013894081116,0.503400981426239,0.01852765493094921,0.6587433218955994,0.5074203014373779,0.020423652604222298,0.6637786030769348,0.544113039970398,0.003811618546023965,0.6419339179992676,0.5376786589622498,0.010479910299181938,0.6504289507865906,0.5381245017051697,0.014990170486271381,0.6613538265228271,0.5399166941642761,0.01657850854098797,0.6697319746017456,0.5836539268493652,0.0014368878910318017,0.6524438261985779,0.579741358757019,0.007898657582700253,0.658635139465332,0.5755079388618469,0.014559236355125904,0.6678451299667358,0.5742749571800232,0.019178954884409904
1776259666.968161,0.7433081865310669,0.5612329840660095,-7.815388158860515e-08,0.7371538877487183,0.49855631589889526,0.010298984125256538,0.7176815271377563,0.4680282175540924,0.015741737559437752,0.696627676486969,0.46392351388931274,0.019137684255838394,0.6826557517051697,0.47441157698631287,0.022588808089494705,0.6731462478637695,0.46698352694511414,0.011463025584816933,0.6471768021583557,0.4597336947917938,0.01599879376590252,0.6513124108314514,0.4700338840484619,0.018763264641165733,0.6611589789390564,0.47784921526908875,0.020906789228320122,0.6641159057617188,0.5042785406112671,0.007542215287685394,0.6403116583824158,0.49604713916778564,0.015625115483999252,0.6467849016189575,0.5019567608833313,0.020207667723298073,0.6567690372467041,0.5056467056274414,0.022301670163869858,0.663664698600769,0.5435206890106201,0.004638576880097389,0.6414105892181396,0.5374071598052979,0.012068317271769047,0.6487458944320679,0.5369687080383301,0.016546674072742462,0.6587601900100708,0.5378807187080383,0.017957093194127083,0.6696243286132812,0.5826441645622253,0.002590605290606618,0.651909589767456,0.5790572166442871,0.009771093726158142,0.6576551198959351,0.5744763612747192,0.016499808058142662,0.6665971875190735,0.5728756785392761,0.02102532796561718
1776259667.0286865,0.7423319816589355,0.5612223148345947,-7.492798914654486e-08,0.7364901900291443,0.49834808707237244,0.010029373690485954,0.7174583077430725,0.46786054968833923,0.014845679514110088,0.696784257888794,0.46291252970695496,0.01769120618700981,0.6826631426811218,0.4737180471420288,0.020528478547930717,0.6726083755493164,0.4663493037223816,0.009780247695744038,0.6466650366783142,0.459395170211792,0.013857606798410416,0.6515501141548157,0.46924230456352234,0.01636834628880024,0.6618031859397888,0.4768713712692261,0.01831749454140663,0.6635483503341675,0.5039678812026978,0.005668409634381533,0.6394378542900085,0.49512797594070435,0.013334193266928196,0.64655601978302,0.5002707839012146,0.017656195908784866,0.6570047736167908,0.5040619373321533,0.019510628655552864,0.6632952094078064,0.5435134768486023,0.0027027649339288473,0.6410835981369019,0.5365273952484131,0.009712854400277138,0.649172842502594,0.5351911187171936,0.013970697298645973,0.6598998308181763,0.5363273620605469,0.015215367078781128,0.6695907115936279,0.5826641321182251,0.0006414225790649652,0.6520504355430603,0.5785268545150757,0.007293371483683586,0.6580587029457092,0.5729217529296875,0.013872849754989147,0.6672263741493225,0.5711939334869385,0.01832915097475052
1776259667.0903368,0.741051971912384,0.5593952536582947,-7.897696008285493e-08,0.7351779341697693,0.4973289966583252,0.009079189039766788,0.7163872718811035,0.46762382984161377,0.013608956709504128,0.6953069567680359,0.4632178544998169,0.01620308682322502,0.6806495785713196,0.47329843044281006,0.018848098814487457,0.6709572076797485,0.46512213349342346,0.010264882817864418,0.6466355919837952,0.4588810205459595,0.01415729895234108,0.6521332263946533,0.4695873558521271,0.016080759465694427,0.662402868270874,0.4772945046424866,0.017529116943478584,0.6618790030479431,0.5028250813484192,0.006485914345830679,0.6392435431480408,0.49438047409057617,0.014147630892693996,0.6470692753791809,0.5007092356681824,0.018151817843317986,0.6576590538024902,0.5046226978302002,0.019735567271709442,0.6617602109909058,0.5425205826759338,0.0036460431292653084,0.6408879160881042,0.5357738137245178,0.010388380847871304,0.6493635773658752,0.5353819131851196,0.014333982951939106,0.6602837443351746,0.5367856025695801,0.015379576943814754,0.6680059432983398,0.5816665887832642,0.0015852656215429306,0.6514519453048706,0.5773196220397949,0.0078092291951179504,0.6579533219337463,0.5725869536399841,0.014049838297069073,0.6673751473426819,0.5712257623672485,0.0183017048984766
1776259667.1514683,0.741277813911438,0.5602351427078247,-7.868837315072597e-08,0.7355778217315674,0.4981762766838074,0.008361976593732834,0.7163558006286621,0.4677374064922333,0.012305676005780697,0.6948757171630859,0.4640357494354248,0.014446988701820374,0.680292010307312,0.47460678219795227,0.016634071245789528,0.6716283559799194,0.46494150161743164,0.008595483377575874,0.6463466882705688,0.45899584889411926,0.01163124106824398,0.651145875453949,0.4697248935699463,0.01322999969124794,0.6611683368682861,0.477556049823761,0.014531961642205715,0.6628257632255554,0.5020609498023987,0.004814497660845518,0.6392620205879211,0.4945310950279236,0.011662231758236885,0.6463309526443481,0.5003743171691895,0.015445519238710403,0.6566879153251648,0.5041910409927368,0.01688915304839611,0.6627060770988464,0.5414786338806152,0.001921959687024355,0.6408097147941589,0.535861611366272,0.007833639159798622,0.6487123966217041,0.5349145531654358,0.011746708303689957,0.6595260500907898,0.5356766581535339,0.012866855598986149,0.6689517498016357,0.5809840559959412,-0.0002261938207084313,0.6508966684341431,0.5774655342102051,0.0051816185005009174,0.6571417450904846,0.5717628598213196,0.011178270913660526,0.666661262512207,0.5694149136543274,0.015318280085921288
1776259667.2148046,0.7406162023544312,0.560258686542511,-8.324105493784373e-08,0.734130859375,0.49797648191452026,0.010137470439076424,0.7146731019020081,0.46919387578964233,0.01495071966201067,0.693626880645752,0.4642880856990814,0.017614075914025307,0.6792894601821899,0.4729502201080322,0.020263858139514923,0.6715484261512756,0.4655757248401642,0.009945916011929512,0.6462544202804565,0.4588354527950287,0.013608621433377266,0.6513589024543762,0.46978193521499634,0.015827089548110962,0.6615098118782043,0.47720009088516235,0.017534689977765083,0.6624460220336914,0.5024901628494263,0.005584551952779293,0.6386321783065796,0.4938299059867859,0.012502933852374554,0.6460282206535339,0.5005648732185364,0.016720900312066078,0.656486451625824,0.5046257376670837,0.01870042271912098,0.6620071530342102,0.5418873429298401,0.002303606364876032,0.6401393413543701,0.5353692770004272,0.008573370054364204,0.6484071016311646,0.5354548096656799,0.012981727719306946,0.6592410802841187,0.5368085503578186,0.014582826755940914,0.6681517958641052,0.5813793540000916,-7.237193494802341e-05,0.6502745747566223,0.5772644877433777,0.006188858766108751,0.6566745042800903,0.5723905563354492,0.012870796024799347,0.6663482189178467,0.5709501504898071,0.017524179071187973
