t_sec,v_raw,v_limited,estop_scale,fatigue_scale,joint_name
7.592,0.0001,0.0001,1.000,1.000,shoulder_lift
7.641,0.0003,0.0003,1.000,1.000,shoulder_lift
7.691,0.0000,0.0000,1.000,1.000,shoulder_lift
7.741,-0.0001,-0.0001,1.000,1.000,shoulder_lift
7.792,-0.0001,-0.0001,1.000,1.000,shoulder_lift
7.841,-0.0001,-0.0001,1.000,1.000,shoulder_lift
7.891,0.0000,0.0000,1.000,1.000,shoulder_lift
7.941,0.0000,0.0000,1.000,1.000,shoulder_lift
7.991,0.0000,0.0000,1.000,1.000,shoulder_lift
8.042,0.0000,0.0000,1.000,1.000,shoulder_lift
8.091,0.0000,0.0000,1.000,1.000,shoulder_lift
8.141,0.0002,0.0002,1.000,1.000,shoulder_lift
8.191,0.0002,0.0002,1.000,1.000,shoulder_lift
8.241,0.0000,0.0000,1.000,1.000,shoulder_lift
8.291,0.0000,0.0000,1.000,1.000,shoulder_lift
8.341,0.0002,0.0002,1.000,1.000,shoulder_lift
8.391,0.0001,0.0001,1.000,1.000,shoulder_lift
8.441,0.0000,0.0000,1.000,1.000,shoulder_lift
8.491,-0.0001,-0.0001,1.000,1.000,shoulder_lift
8.541,0.0001,0.0001,1.000,1.000,shoulder_lift
8.592,0.0000,0.0000,1.000,1.000,shoulder_lift
8.641,0.0001,0.0001,1.000,1.000,shoulder_lift
8.691,0.0001,0.0001,1.000,1.000,shoulder_lift
8.741,0.0000,0.0000,1.000,1.000,shoulder_lift
8.791,0.0000,0.0000,1.000,1.000,shoulder_lift
8.841,-0.0001,-0.0001,1.000,1.000,shoulder_lift
8.891,0.0000,0.0000,1.000,1.000,shoulder_lift
8.941,0.0001,0.0001,1.000,1.000,shoulder_lift
8.991,0.0001,0.0001,1.000,1.000,shoulder_lift
9.041,-0.0000,-0.0000,1.000,1.000,shoulder_lift
9.091,-1.4911,-0.0500,1.000,1.000,shoulder_lift
9.141,-1.4711,-0.0900,1.000,1.000,shoulder_lift
9.191,-1.4457,-0.0886,1.000,1.000,shoulder_lift
9.241,-1.4236,-0.0875,1.000,1.000,shoulder_lift
9.291,-1.3769,-0.0851,1.000,1.000,shoulder_lift
9.341,-1.3426,-0.0834,1.000,1.000,shoulder_lift
9.392,-1.3022,-0.0814,1.000,1.000,shoulder_lift
9.441,-1.2591,-0.0794,1.000,1.000,shoulder_lift
9.491,-1.2434,-0.0792,1.000,1.000,shoulder_lift
9.541,-1.2115,-0.0779,1.000,1.000,shoulder_lift
9.592,-1.2206,-0.0794,1.000,1.000,shoulder_lift
9.641,-1.2231,-0.0806,1.000,1.000,shoulder_lift
9.691,-1.2269,-0.0818,1.000,1.000,shoulder_lift
9.741,-1.2118,-0.0819,1.000,1.000,shoulder_lift
9.791,-1.2293,-0.0840,1.000,1.000,shoulder_lift
9.841,-1.2576,-0.0873,1.000,1.000,shoulder_lift
9.891,-1.2876,-0.0906,1.000,1.000,shoulder_lift
9.941,-1.3116,-0.0935,1.000,1.000,shoulder_lift
9.991,-1.2934,-0.0935,1.000,1.000,shoulder_lift
10.041,-1.3127,-0.0964,1.000,1.000,shoulder_lift
10.091,-1.3361,-0.0995,1.000,1.000,shoulder_lift
10.141,-1.3729,-0.1037,1.000,1.000,shoulder_lift
10.191,-1.3533,-0.1037,1.000,1.000,shoulder_lift
10.241,-1.3940,-0.1086,1.000,1.000,shoulder_lift
10.291,-1.4459,-0.1142,1.000,1.000,shoulder_lift
10.341,-1.4986,-0.1201,1.000,1.000,shoulder_lift
10.391,-1.5519,-0.1262,1.000,1.000,shoulder_lift
10.441,-1.5246,-0.1263,1.000,1.000,shoulder_lift
10.491,-1.5714,-0.1320,1.000,1.000,shoulder_lift
10.541,-1.6063,-0.1370,1.000,1.000,shoulder_lift
10.591,-1.6334,-0.1415,1.000,1.000,shoulder_lift
10.641,-1.6024,-0.1415,1.000,1.000,shoulder_lift
10.691,-1.6187,-0.1453,1.000,1.000,shoulder_lift
10.741,-1.6186,-0.1478,1.000,1.000,shoulder_lift
10.792,-1.6119,-0.1499,1.000,1.000,shoulder_lift
10.841,-1.5942,-0.1514,1.000,1.000,shoulder_lift
10.891,-1.5658,-0.1515,1.000,1.000,shoulder_lift
10.941,-1.5445,-0.1523,1.000,1.000,shoulder_lift
10.992,-1.5134,-0.1522,1.000,1.000,shoulder_lift
11.041,-1.4693,-0.1513,1.000,1.000,shoulder_lift
11.091,-1.4264,-0.1501,1.000,1.000,shoulder_lift
11.141,-1.3971,-0.1500,1.000,1.000,shoulder_lift
11.191,-1.3530,-0.1484,1.000,1.000,shoulder_lift
11.242,-1.3009,-0.1465,1.000,1.000,shoulder_lift
11.291,-1.2509,-0.1442,1.000,1.000,shoulder_lift
11.341,-1.2012,-0.1418,1.000,1.000,shoulder_lift
11.391,-1.1734,-0.1417,1.000,1.000,shoulder_lift
11.441,-1.1206,-0.1390,1.000,1.000,shoulder_lift
11.491,-1.0788,-0.1371,1.000,1.000,shoulder_lift
11.541,-1.0347,-0.1348,1.000,1.000,shoulder_lift
11.591,-0.9921,-0.1328,1.000,1.000,shoulder_lift
11.641,-0.9618,-0.1327,1.000,1.000,shoulder_lift
11.691,-0.9208,-0.1305,1.000,1.000,shoulder_lift
11.742,-0.8847,-0.1289,1.000,1.000,shoulder_lift
11.791,-0.8396,-0.1259,1.000,1.000,shoulder_lift
11.841,-0.7945,-0.1234,1.000,1.000,shoulder_lift
11.891,-0.7703,-0.1233,1.000,1.000,shoulder_lift
11.941,-0.7299,-0.1205,1.000,1.000,shoulder_lift
11.991,-0.6979,-0.1189,1.000,1.000,shoulder_lift
12.041,-0.6673,-0.1181,1.000,1.000,shoulder_lift
12.091,-0.5598,-0.1068,1.000,1.000,shoulder_lift
12.141,-0.5374,-0.1064,1.000,1.000,shoulder_lift
12.191,-0.5042,-0.1040,1.000,1.000,shoulder_lift
12.241,-0.4640,-0.1005,1.000,1.000,shoulder_lift
12.291,-0.4376,-0.0986,1.000,1.000,shoulder_lift
12.341,-0.3957,-0.0933,1.000,1.000,shoulder_lift
12.391,-0.3767,-0.0930,1.000,1.000,shoulder_lift
12.442,-0.3388,-0.0885,1.000,1.000,shoulder_lift
12.491,-0.3041,-0.0835,1.000,1.000,shoulder_lift
12.541,-0.2716,-0.0788,1.000,1.000,shoulder_lift
12.591,-0.2565,-0.0788,1.000,1.000,shoulder_lift
12.641,-0.2235,-0.0737,1.000,1.000,shoulder_lift
12.691,-0.1965,-0.0690,1.000,1.000,shoulder_lift
12.741,-0.1727,-0.0649,1.000,1.000,shoulder_lift
12.791,-0.1510,-0.0613,1.000,1.000,shoulder_lift
12.841,-0.1366,-0.0610,1.000,1.000,shoulder_lift
12.891,-0.1961,-0.0871,1.000,1.000,shoulder_lift
12.941,-0.1841,-0.0892,1.000,1.000,shoulder_lift
12.992,-0.1694,-0.0904,1.000,1.000,shoulder_lift
13.041,-0.1509,-0.0913,1.000,1.000,shoulder_lift
13.091,-0.1327,-0.0908,1.000,1.000,shoulder_lift
13.141,-0.1149,-0.0904,1.000,1.000,shoulder_lift
13.191,-0.0948,-0.0882,1.000,1.000,shoulder_lift
13.241,-0.0688,-0.0688,1.000,1.000,shoulder_lift
13.291,-0.0500,-0.0500,1.000,1.000,shoulder_lift
13.341,-0.0336,-0.0336,1.000,1.000,shoulder_lift
13.391,-0.0259,-0.0259,1.000,1.000,shoulder_lift
13.441,-0.0135,-0.0135,1.000,1.000,shoulder_lift
13.491,-0.0102,-0.0102,1.000,1.000,shoulder_lift
13.541,-0.0079,-0.0079,1.000,1.000,shoulder_lift
13.591,-0.0064,-0.0064,1.000,1.000,shoulder_lift
13.641,-0.0073,-0.0073,1.000,1.000,shoulder_lift
13.691,-0.0071,-0.0071,1.000,1.000,shoulder_lift
13.742,-0.0228,-0.0228,1.000,1.000,shoulder_lift
13.791,-0.0448,-0.0448,1.000,1.000,shoulder_lift
13.841,-0.0581,-0.0581,1.000,1.000,shoulder_lift
19.144,0.0000,-0.0081,1.000,1.000,shoulder_lift
19.191,0.0009,0.0009,1.000,1.000,shoulder_lift
19.241,0.0012,0.0012,1.000,1.000,shoulder_lift
19.291,0.0012,0.0012,1.000,1.000,shoulder_lift
19.342,0.0013,0.0013,1.000,1.000,shoulder_lift
19.391,0.0012,0.0012,1.000,1.000,shoulder_lift
19.441,0.0011,0.0011,1.000,1.000,shoulder_lift
19.491,0.0008,0.0008,1.000,1.000,shoulder_lift
19.541,0.0008,0.0008,1.000,1.000,shoulder_lift
19.591,0.0007,0.0007,1.000,1.000,shoulder_lift
19.641,0.0006,0.0006,1.000,1.000,shoulder_lift
19.691,0.0001,0.0001,1.000,1.000,shoulder_lift
19.741,0.0000,0.0000,1.000,1.000,shoulder_lift
19.792,0.0002,0.0002,1.000,1.000,shoulder_lift
19.841,0.0000,0.0000,1.000,1.000,shoulder_lift
19.891,0.0000,0.0000,1.000,1.000,shoulder_lift
19.941,-0.0002,-0.0002,1.000,1.000,shoulder_lift
19.991,-0.0003,-0.0003,1.000,1.000,shoulder_lift
20.041,-0.0003,-0.0003,1.000,1.000,shoulder_lift
20.091,0.0000,0.0000,1.000,1.000,shoulder_lift
20.141,-0.0003,-0.0003,1.000,1.000,shoulder_lift
20.191,-0.0002,-0.0002,1.000,1.000,shoulder_lift
20.241,-0.0003,-0.0003,1.000,1.000,shoulder_lift
20.291,-0.0001,-0.0001,1.000,1.000,shoulder_lift
20.341,-0.0002,-0.0002,1.000,1.000,shoulder_lift
20.391,-0.0002,-0.0002,1.000,1.000,shoulder_lift
20.441,-0.0001,-0.0001,1.000,1.000,shoulder_lift
20.491,-0.0001,-0.0001,1.000,1.000,shoulder_lift
20.541,-0.2336,-0.0501,1.000,1.000,shoulder_lift
20.591,-0.3630,-0.1001,1.000,1.000,shoulder_lift
20.641,-0.4497,-0.1501,1.000,1.000,shoulder_lift
20.691,-0.5019,-0.2001,1.000,1.000,shoulder_lift
20.741,-0.4671,-0.2501,1.000,1.000,shoulder_lift
20.792,-0.4845,-0.3001,1.000,1.000,shoulder_lift
20.841,-0.4681,-0.3134,1.000,1.000,shoulder_lift
20.891,-0.4440,-0.3051,1.000,1.000,shoulder_lift
20.941,-0.3831,-0.2927,1.000,1.000,shoulder_lift
20.991,-0.3475,-0.2905,1.000,1.000,shoulder_lift
21.041,-0.2850,-0.2850,1.000,1.000,shoulder_lift
21.091,-0.2124,-0.2350,1.000,1.000,shoulder_lift
21.141,-0.1265,-0.1850,1.000,1.000,shoulder_lift
21.191,-0.0861,-0.1350,1.000,1.000,shoulder_lift
21.241,-0.0034,-0.0850,1.000,1.000,shoulder_lift
21.291,0.0738,-0.0350,1.000,1.000,shoulder_lift
21.341,0.1370,0.0150,1.000,1.000,shoulder_lift
21.391,0.1974,0.0650,1.000,1.000,shoulder_lift
21.441,0.1883,0.1150,1.000,1.000,shoulder_lift
21.491,0.2257,0.1650,1.000,1.000,shoulder_lift
21.541,0.2500,0.1922,1.000,1.000,shoulder_lift
21.591,0.2581,0.1789,1.000,1.000,shoulder_lift
21.641,0.2457,0.1607,1.000,1.000,shoulder_lift
21.691,0.2135,0.1430,1.000,1.000,shoulder_lift
21.741,0.2085,0.1379,1.000,1.000,shoulder_lift
21.792,0.2000,0.1333,1.000,1.000,shoulder_lift
21.842,0.1853,0.1280,1.000,1.000,shoulder_lift
21.891,0.1731,0.1258,1.000,1.000,shoulder_lift
21.941,0.1496,0.1201,1.000,1.000,shoulder_lift
21.991,0.1376,0.1217,1.000,1.000,shoulder_lift
22.042,0.1183,0.1183,1.000,1.000,shoulder_lift
22.091,0.1022,0.1022,1.000,1.000,shoulder_lift
22.141,0.0872,0.0872,1.000,1.000,shoulder_lift
22.191,0.0694,0.0694,1.000,1.000,shoulder_lift
22.241,0.0552,0.0552,1.000,1.000,shoulder_lift
22.292,0.0453,0.0453,1.000,1.000,shoulder_lift
22.341,0.0336,0.0336,1.000,1.000,shoulder_lift
22.391,0.0265,0.0265,1.000,1.000,shoulder_lift
22.441,0.0201,0.0201,1.000,1.000,shoulder_lift
22.492,0.0146,0.0146,1.000,1.000,shoulder_lift
22.541,0.0099,0.0099,1.000,1.000,shoulder_lift
22.591,0.0083,0.0083,1.000,1.000,shoulder_lift
22.641,0.0065,0.0065,1.000,1.000,shoulder_lift
22.691,0.0035,0.0035,1.000,1.000,shoulder_lift
22.742,0.0011,0.0011,1.000,1.000,shoulder_lift
22.791,-0.0021,-0.0021,1.000,1.000,shoulder_lift
22.841,-0.0023,-0.0023,1.000,1.000,shoulder_lift
22.891,-0.0053,-0.0053,1.000,1.000,shoulder_lift
22.942,-0.0077,-0.0077,1.000,1.000,shoulder_lift
22.991,-0.0081,-0.0081,1.000,1.000,shoulder_lift
23.041,-0.0068,-0.0068,1.000,1.000,shoulder_lift
23.092,-0.0050,-0.0050,1.000,1.000,shoulder_lift
23.141,-0.0057,-0.0057,1.000,1.000,shoulder_lift
23.191,-0.0051,-0.0051,1.000,1.000,shoulder_lift
23.241,-0.0014,-0.0014,1.000,1.000,shoulder_lift
23.291,-0.0008,-0.0008,1.000,1.000,shoulder_lift
23.342,0.0025,0.0025,1.000,1.000,shoulder_lift
23.391,0.0070,0.0070,1.000,1.000,shoulder_lift
23.441,0.0175,0.0175,1.000,1.000,shoulder_lift
23.491,0.0154,0.0154,1.000,1.000,shoulder_lift
23.541,0.0295,0.0295,1.000,1.000,shoulder_lift
23.592,0.0499,0.0499,1.000,1.000,shoulder_lift
23.641,0.0713,0.0713,1.000,1.000,shoulder_lift
23.691,0.0592,0.0592,1.000,1.000,shoulder_lift
23.742,0.0822,0.0822,1.000,1.000,shoulder_lift
23.792,0.1138,0.1138,1.000,1.000,shoulder_lift
23.841,0.1456,0.1456,1.000,1.000,shoulder_lift
23.891,0.1204,0.1204,1.000,1.000,shoulder_lift
23.941,0.1685,0.1685,1.000,1.000,shoulder_lift
23.992,0.2464,0.2185,1.000,1.000,shoulder_lift
24.041,0.3255,0.2685,1.000,1.000,shoulder_lift
24.091,0.4161,0.2841,1.000,1.000,shoulder_lift
24.141,0.3609,0.2736,1.000,1.000,shoulder_lift
24.191,0.4528,0.2723,1.000,1.000,shoulder_lift
24.241,0.5465,0.2714,1.000,1.000,shoulder_lift
24.291,0.6548,0.2719,1.000,1.000,shoulder_lift
24.341,0.6656,0.2694,1.000,1.000,shoulder_lift
24.391,0.6136,0.2693,1.000,1.000,shoulder_lift
24.441,0.5496,0.2675,1.000,1.000,shoulder_lift
24.491,0.4965,0.2664,1.000,1.000,shoulder_lift
24.541,0.4463,0.2674,1.000,1.000,shoulder_lift
24.592,0.3954,0.2678,1.000,1.000,shoulder_lift
24.641,0.3356,0.2679,1.000,1.000,shoulder_lift
24.691,0.2862,0.2701,1.000,1.000,shoulder_lift
24.741,0.2385,0.2385,1.000,1.000,shoulder_lift
24.791,0.1940,0.1940,1.000,1.000,shoulder_lift
24.841,0.1450,0.1450,1.000,1.000,shoulder_lift
24.891,0.0423,0.0950,1.000,1.000,shoulder_lift
24.942,-0.0536,0.0450,1.000,1.000,shoulder_lift
24.991,-0.1405,-0.0050,1.000,1.000,shoulder_lift
25.041,-0.1448,-0.0550,1.000,1.000,shoulder_lift
25.091,-0.2036,-0.1050,1.000,1.000,shoulder_lift
25.141,-0.2434,-0.1550,1.000,1.000,shoulder_lift
25.191,-0.2672,-0.1716,1.000,1.000,shoulder_lift
25.241,-0.2293,-0.1462,1.000,1.000,shoulder_lift
25.291,-0.2398,-0.1402,1.000,1.000,shoulder_lift
25.341,-0.2494,-0.1375,1.000,1.000,shoulder_lift
25.391,-0.2756,-0.1415,1.000,1.000,shoulder_lift
25.441,-0.2979,-0.1445,1.000,1.000,shoulder_lift
25.491,-0.2699,-0.1370,1.000,1.000,shoulder_lift
25.541,-0.3030,-0.1459,1.000,1.000,shoulder_lift
4.392,0.0001,0.0001,1.000,1.000,shoulder_lift
4.442,0.0000,0.0000,1.000,1.000,shoulder_lift
4.491,-0.0001,-0.0001,1.000,1.000,shoulder_lift
4.542,0.0000,0.0000,1.000,1.000,shoulder_lift
4.592,-0.0001,-0.0001,1.000,1.000,shoulder_lift
4.641,-0.0001,-0.0001,1.000,1.000,shoulder_lift
4.692,0.0001,0.0001,1.000,1.000,shoulder_lift
4.742,0.0001,0.0001,1.000,1.000,shoulder_lift
4.792,-0.0000,-0.0000,1.000,1.000,shoulder_lift
4.842,0.0001,0.0001,1.000,1.000,shoulder_lift
4.892,0.0000,0.0000,1.000,1.000,shoulder_lift
4.941,-0.0002,-0.0002,1.000,1.000,shoulder_lift
4.992,-0.0001,-0.0001,1.000,1.000,shoulder_lift
5.042,0.0001,0.0001,1.000,1.000,shoulder_lift
5.092,0.0001,0.0001,1.000,1.000,shoulder_lift
5.142,-0.0001,-0.0001,1.000,1.000,shoulder_lift
5.192,0.0000,0.0000,1.000,1.000,shoulder_lift
5.241,-0.0000,-0.0000,1.000,1.000,shoulder_lift
5.291,-0.0000,-0.0000,1.000,1.000,shoulder_lift
5.342,0.0001,0.0001,1.000,1.000,shoulder_lift
5.392,0.0000,0.0000,1.000,1.000,shoulder_lift
5.442,0.0000,0.0000,1.000,1.000,shoulder_lift
5.491,0.0001,0.0001,1.000,1.000,shoulder_lift
5.542,-0.0000,-0.0000,1.000,1.000,shoulder_lift
5.591,0.0001,0.0001,1.000,1.000,shoulder_lift
5.642,0.0000,0.0000,1.000,1.000,shoulder_lift
5.692,0.0000,0.0000,1.000,1.000,shoulder_lift
5.742,0.0001,0.0001,1.000,1.000,shoulder_lift
5.792,0.0000,0.0000,1.000,1.000,shoulder_lift
5.842,0.0000,0.0000,1.000,1.000,shoulder_lift
5.891,-0.0001,-0.0001,1.000,1.000,shoulder_lift
5.942,-0.0001,-0.0001,1.000,1.000,shoulder_lift
5.992,0.0001,0.0001,1.000,1.000,shoulder_lift
6.042,0.0001,0.0001,1.000,1.000,shoulder_lift
6.091,0.0000,0.0000,1.000,1.000,shoulder_lift
6.142,0.7696,0.0500,1.000,1.000,shoulder_lift
6.192,0.7651,0.0511,1.000,1.000,shoulder_lift
6.242,0.7544,0.0505,1.000,1.000,shoulder_lift
6.292,0.7442,0.0500,1.000,1.000,shoulder_lift
6.342,0.7332,0.0495,1.000,1.000,shoulder_lift
6.391,0.7230,0.0491,1.000,1.000,shoulder_lift
6.442,0.7135,0.0488,1.000,1.000,shoulder_lift
6.492,0.7042,0.0486,1.000,1.000,shoulder_lift
6.542,0.6929,0.0484,1.000,1.000,shoulder_lift
6.591,0.6842,0.0483,1.000,1.000,shoulder_lift
6.642,0.6750,0.0483,1.000,1.000,shoulder_lift
6.692,0.6659,0.0482,1.000,1.000,shoulder_lift
6.742,0.6554,0.0482,1.000,1.000,shoulder_lift
6.792,0.6460,0.0482,1.000,1.000,shoulder_lift
6.841,0.6370,0.0482,1.000,1.000,shoulder_lift
6.891,0.6275,0.0481,1.000,1.000,shoulder_lift
6.942,0.6164,0.0481,1.000,1.000,shoulder_lift
6.991,0.6073,0.0480,1.000,1.000,shoulder_lift
7.042,0.5977,0.0480,1.000,1.000,shoulder_lift
7.091,0.5884,0.0480,1.000,1.000,shoulder_lift
7.142,0.5778,0.0479,1.000,1.000,shoulder_lift
7.193,0.5688,0.0479,1.000,1.000,shoulder_lift
7.242,0.5596,0.0479,1.000,1.000,shoulder_lift
7.291,0.5504,0.0479,1.000,1.000,shoulder_lift
7.342,0.5396,0.0478,1.000,1.000,shoulder_lift
7.392,0.5305,0.0478,1.000,1.000,shoulder_lift
7.442,0.5215,0.0478,1.000,1.000,shoulder_lift
7.492,0.5123,0.0477,1.000,1.000,shoulder_lift
7.542,0.5015,0.0477,1.000,1.000,shoulder_lift
7.592,0.4924,0.0476,1.000,1.000,shoulder_lift
7.642,0.4831,0.0476,1.000,1.000,shoulder_lift
7.691,0.4739,0.0475,1.000,1.000,shoulder_lift
7.742,0.4634,0.0475,1.000,1.000,shoulder_lift
7.792,0.4540,0.0475,1.000,1.000,shoulder_lift
7.842,0.4450,0.0474,1.000,1.000,shoulder_lift
7.892,0.4362,0.0474,1.000,1.000,shoulder_lift
7.942,0.4270,0.0474,1.000,1.000,shoulder_lift
7.992,0.4163,0.0473,1.000,1.000,shoulder_lift
8.042,0.4072,0.0473,1.000,1.000,shoulder_lift
8.091,0.3983,0.0473,1.000,1.000,shoulder_lift
8.141,0.3878,0.0473,1.000,1.000,shoulder_lift
8.192,0.3789,0.0473,1.000,1.000,shoulder_lift
8.242,0.3695,0.0472,1.000,1.000,shoulder_lift
8.292,0.3600,0.0471,1.000,1.000,shoulder_lift
8.342,0.3497,0.0472,1.000,1.000,shoulder_lift
8.392,0.3405,0.0471,1.000,1.000,shoulder_lift
8.442,0.3317,0.0472,1.000,1.000,shoulder_lift
8.491,0.3223,0.0471,1.000,1.000,shoulder_lift
8.542,0.3119,0.0471,1.000,1.000,shoulder_lift
8.591,0.3030,0.0471,1.000,1.000,shoulder_lift
8.641,0.2941,0.0472,1.000,1.000,shoulder_lift
8.692,0.2854,0.0472,1.000,1.000,shoulder_lift
8.742,0.2745,0.0472,1.000,1.000,shoulder_lift
8.792,0.2657,0.0472,1.000,1.000,shoulder_lift
8.842,0.2566,0.0471,1.000,1.000,shoulder_lift
8.892,0.2474,0.0471,1.000,1.000,shoulder_lift
8.942,0.2367,0.0471,1.000,1.000,shoulder_lift
8.991,0.2275,0.0470,1.000,1.000,shoulder_lift
9.042,0.2183,0.0468,1.000,1.000,shoulder_lift
9.092,0.2093,0.0468,1.000,1.000,shoulder_lift
9.142,0.1988,0.0467,1.000,1.000,shoulder_lift
9.192,0.1898,0.0466,1.000,1.000,shoulder_lift
9.242,0.1810,0.0465,1.000,1.000,shoulder_lift
9.291,0.1721,0.0463,1.000,1.000,shoulder_lift
9.342,0.1620,0.0463,1.000,1.000,shoulder_lift
9.392,0.1531,0.0461,1.000,1.000,shoulder_lift
9.442,0.1442,0.0458,1.000,1.000,shoulder_lift
9.491,0.1355,0.0454,1.000,1.000,shoulder_lift
9.542,0.1252,0.0450,1.000,1.000,shoulder_lift
9.592,0.1163,0.0449,1.000,1.000,shoulder_lift
9.642,0.1075,0.0444,1.000,1.000,shoulder_lift
9.692,0.0991,0.0441,1.000,1.000,shoulder_lift
9.742,0.0890,0.0435,1.000,1.000,shoulder_lift
9.792,0.0809,0.0431,1.000,1.000,shoulder_lift
9.842,0.0722,0.0428,1.000,1.000,shoulder_lift
9.891,0.0642,0.0422,1.000,1.000,shoulder_lift
9.942,0.0566,0.0427,1.000,1.000,shoulder_lift
9.991,0.0525,0.0449,1.000,1.000,shoulder_lift
10.043,0.0476,0.0470,1.000,1.000,shoulder_lift
10.091,0.0386,0.0386,1.000,1.000,shoulder_lift
10.142,0.0335,0.0335,1.000,1.000,shoulder_lift
10.192,0.0292,0.0292,1.000,1.000,shoulder_lift
10.241,0.0265,0.0265,1.000,1.000,shoulder_lift
10.292,0.0212,0.0212,1.000,1.000,shoulder_lift
10.342,0.0198,0.0198,1.000,1.000,shoulder_lift
10.392,0.0206,0.0206,1.000,1.000,shoulder_lift
10.442,0.0221,0.0221,1.000,1.000,shoulder_lift
10.492,0.0231,0.0231,1.000,1.000,shoulder_lift
10.542,0.0181,0.0181,1.000,1.000,shoulder_lift
10.592,0.0190,0.0190,1.000,1.000,shoulder_lift
10.642,0.0188,0.0188,1.000,1.000,shoulder_lift
10.692,0.0185,0.0185,1.000,1.000,shoulder_lift
10.742,0.0177,0.0177,1.000,1.000,shoulder_lift
10.792,0.0139,0.0139,1.000,1.000,shoulder_lift
10.842,0.0142,0.0142,1.000,1.000,shoulder_lift
10.892,0.0157,0.0157,1.000,1.000,shoulder_lift
10.942,0.0134,0.0134,1.000,1.000,shoulder_lift
10.991,0.0078,0.0078,1.000,1.000,shoulder_lift
11.042,0.0060,0.0060,1.000,1.000,shoulder_lift
6.338,0.0001,0.0001,1.000,1.000,shoulder_lift
6.388,0.0001,0.0001,1.000,1.000,shoulder_lift
6.438,-0.0000,-0.0000,1.000,1.000,shoulder_lift
6.488,0.0001,0.0001,1.000,1.000,shoulder_lift
6.538,0.0001,0.0001,1.000,1.000,shoulder_lift
6.588,-0.0001,-0.0001,1.000,1.000,shoulder_lift
6.638,0.0000,0.0000,1.000,1.000,shoulder_lift
6.688,0.0001,0.0001,1.000,1.000,shoulder_lift
6.738,0.0000,0.0000,1.000,1.000,shoulder_lift
6.788,0.0000,0.0000,1.000,1.000,shoulder_lift
6.838,0.0000,0.0000,1.000,1.000,shoulder_lift
6.888,0.0001,0.0001,1.000,1.000,shoulder_lift
6.938,0.0000,0.0000,1.000,1.000,shoulder_lift
6.988,0.0000,0.0000,1.000,1.000,shoulder_lift
7.038,0.0002,0.0002,1.000,1.000,shoulder_lift
7.088,0.0002,0.0002,1.000,1.000,shoulder_lift
7.138,0.0000,0.0000,1.000,1.000,shoulder_lift
7.188,0.0000,0.0000,1.000,1.000,shoulder_lift
7.238,0.0000,0.0000,1.000,1.000,shoulder_lift
7.288,0.0000,0.0000,1.000,1.000,shoulder_lift
7.338,0.0000,0.0000,1.000,1.000,shoulder_lift
7.388,0.3830,0.0500,1.000,1.000,shoulder_lift
7.438,0.3475,0.1000,1.000,1.000,shoulder_lift
7.488,0.3077,0.1500,1.000,1.000,shoulder_lift
7.538,0.2652,0.2000,1.000,1.000,shoulder_lift
7.588,0.2240,0.2240,1.000,1.000,shoulder_lift
7.638,0.1673,0.1740,1.000,1.000,shoulder_lift
7.689,0.1176,0.1240,1.000,1.000,shoulder_lift
7.738,0.0844,0.0844,1.000,1.000,shoulder_lift
7.788,0.0620,0.0620,1.000,1.000,shoulder_lift
7.838,0.0451,0.0451,1.000,1.000,shoulder_lift
7.888,0.0368,0.0368,1.000,1.000,shoulder_lift
7.938,0.0339,0.0339,1.000,1.000,shoulder_lift
7.988,0.0302,0.0302,1.000,1.000,shoulder_lift
8.038,0.0234,0.0234,1.000,1.000,shoulder_lift
8.088,0.0231,0.0231,1.000,1.000,shoulder_lift
8.139,0.0265,0.0265,1.000,1.000,shoulder_lift
8.188,0.0125,0.0125,1.000,1.000,shoulder_lift
8.238,0.0080,0.0080,1.000,1.000,shoulder_lift
8.288,0.0066,0.0066,1.000,1.000,shoulder_lift
8.338,0.0017,0.0017,1.000,1.000,shoulder_lift
8.388,-0.0060,-0.0060,1.000,1.000,shoulder_lift
8.438,-0.0167,-0.0167,1.000,1.000,shoulder_lift
8.488,-0.0293,-0.0293,1.000,1.000,shoulder_lift
8.538,-0.0252,-0.0252,1.000,1.000,shoulder_lift
8.588,-0.0384,-0.0384,1.000,1.000,shoulder_lift
8.638,-0.0492,-0.0492,1.000,1.000,shoulder_lift
8.688,-0.0622,-0.0622,1.000,1.000,shoulder_lift
8.738,-0.0669,-0.0669,1.000,1.000,shoulder_lift
8.788,-0.0515,-0.0515,1.000,1.000,shoulder_lift
8.838,-0.0767,-0.0767,1.000,1.000,shoulder_lift
8.888,-0.0889,-0.0889,1.000,1.000,shoulder_lift
8.938,-0.0929,-0.0929,1.000,1.000,shoulder_lift
8.988,-0.0899,-0.0899,1.000,1.000,shoulder_lift
9.038,-0.0725,-0.0725,1.000,1.000,shoulder_lift
9.088,-0.0674,-0.0674,1.000,1.000,shoulder_lift
9.138,-0.0636,-0.0636,1.000,1.000,shoulder_lift
9.188,-0.0547,-0.0547,1.000,1.000,shoulder_lift
9.238,-0.0456,-0.0456,1.000,1.000,shoulder_lift
9.288,-0.0364,-0.0364,1.000,1.000,shoulder_lift
9.338,-0.0316,-0.0316,1.000,1.000,shoulder_lift
9.388,-0.0290,-0.0290,1.000,1.000,shoulder_lift
9.438,-0.0247,-0.0247,1.000,1.000,shoulder_lift
