t_sec,v_raw,v_limited,estop_scale,fatigue_scale,joint_name
458.892,-0.0000,-0.0000,1.000,1.000,shoulder_lift
458.942,-0.0002,-0.0002,1.000,1.000,shoulder_lift
458.992,-0.0002,-0.0002,1.000,1.000,shoulder_lift
459.042,-0.0002,-0.0002,1.000,1.000,shoulder_lift
459.092,-0.0000,-0.0000,1.000,1.000,shoulder_lift
459.142,-0.0002,-0.0002,1.000,1.000,shoulder_lift
459.193,-0.0002,-0.0002,1.000,1.000,shoulder_lift
459.242,-0.0000,-0.0000,1.000,1.000,shoulder_lift
459.292,-0.0000,-0.0000,1.000,1.000,shoulder_lift
459.342,-0.0002,-0.0002,1.000,1.000,shoulder_lift
459.392,-0.0001,-0.0001,1.000,1.000,shoulder_lift
459.442,-0.0001,-0.0001,1.000,1.000,shoulder_lift
459.492,-0.0000,-0.0000,1.000,1.000,shoulder_lift
459.542,0.0000,0.0000,1.000,1.000,shoulder_lift
459.592,-0.0001,-0.0001,1.000,1.000,shoulder_lift
459.642,0.0000,0.0000,1.000,1.000,shoulder_lift
459.692,0.0000,0.0000,1.000,1.000,shoulder_lift
459.742,0.0002,0.0002,1.000,1.000,shoulder_lift
459.793,0.0000,0.0000,1.000,1.000,shoulder_lift
459.842,0.0001,0.0001,1.000,1.000,shoulder_lift
459.892,0.0000,0.0000,1.000,1.000,shoulder_lift
459.942,0.0002,0.0002,1.000,1.000,shoulder_lift
459.992,0.0001,0.0001,1.000,1.000,shoulder_lift
460.042,0.0001,0.0001,1.000,1.000,shoulder_lift
460.092,0.0002,0.0002,1.000,1.000,shoulder_lift
460.142,0.0002,0.0002,1.000,1.000,shoulder_lift
460.192,0.0001,0.0001,1.000,1.000,shoulder_lift
460.242,-0.0000,-0.0000,1.000,1.000,shoulder_lift
460.292,0.0001,0.0001,1.000,1.000,shoulder_lift
460.342,0.0000,0.0000,1.000,1.000,shoulder_lift
460.392,0.0001,0.0001,1.000,1.000,shoulder_lift
460.442,0.0000,0.0000,1.000,1.000,shoulder_lift
460.492,0.0002,0.0002,1.000,1.000,shoulder_lift
460.542,0.0001,0.0001,1.000,1.000,shoulder_lift
460.592,0.0003,0.0003,1.000,1.000,shoulder_lift
460.642,0.0002,0.0002,1.000,1.000,shoulder_lift
460.692,0.0001,0.0001,1.000,1.000,shoulder_lift
460.742,0.0001,0.0001,1.000,1.000,shoulder_lift
460.793,0.0001,0.0001,1.000,1.000,shoulder_lift
460.842,0.0001,0.0001,1.000,1.000,shoulder_lift
460.892,0.0002,0.0002,1.000,1.000,shoulder_lift
460.942,0.0001,0.0001,1.000,1.000,shoulder_lift
460.992,-0.0001,-0.0001,1.000,1.000,shoulder_lift
461.042,0.0003,0.0003,1.000,1.000,shoulder_lift
461.092,0.0001,0.0001,1.000,1.000,shoulder_lift
461.143,0.0002,0.0002,1.000,1.000,shoulder_lift
461.192,0.0000,0.0000,1.000,1.000,shoulder_lift
461.242,0.0002,0.0002,1.000,1.000,shoulder_lift
461.292,0.0001,0.0001,1.000,1.000,shoulder_lift
461.342,-0.0000,-0.0000,1.000,1.000,shoulder_lift
461.392,0.0002,0.0002,1.000,1.000,shoulder_lift
461.442,0.0000,0.0000,1.000,1.000,shoulder_lift
461.492,0.0002,0.0002,1.000,1.000,shoulder_lift
461.542,0.0000,0.0000,1.000,1.000,shoulder_lift
461.592,0.0002,0.0002,1.000,1.000,shoulder_lift
461.642,0.0003,0.0003,1.000,1.000,shoulder_lift
461.693,0.0001,0.0001,1.000,1.000,shoulder_lift
461.742,0.0001,0.0001,1.000,1.000,shoulder_lift
461.792,0.0000,0.0000,1.000,1.000,shoulder_lift
461.843,-0.0000,-0.0000,1.000,1.000,shoulder_lift
461.893,-0.0000,-0.0000,1.000,1.000,shoulder_lift
461.942,-0.0002,-0.0002,1.000,1.000,shoulder_lift
461.992,-0.0002,-0.0002,1.000,1.000,shoulder_lift
462.042,0.0001,0.0001,1.000,1.000,shoulder_lift
462.092,0.0001,0.0001,1.000,1.000,shoulder_lift
462.142,-0.0001,-0.0001,1.000,1.000,shoulder_lift
462.193,-0.0003,-0.0003,1.000,1.000,shoulder_lift
462.242,-0.0002,-0.0002,1.000,1.000,shoulder_lift
462.292,-0.0002,-0.0002,1.000,1.000,shoulder_lift
462.342,-0.0003,-0.0003,1.000,1.000,shoulder_lift
462.392,-0.0001,-0.0001,1.000,1.000,shoulder_lift
462.443,-0.0002,-0.0002,1.000,1.000,shoulder_lift
462.492,-0.0001,-0.0001,1.000,1.000,shoulder_lift
462.542,-0.0001,-0.0001,1.000,1.000,shoulder_lift
462.592,-0.0001,-0.0001,1.000,1.000,shoulder_lift
462.642,-0.0002,-0.0002,1.000,1.000,shoulder_lift
462.692,-0.0001,-0.0001,1.000,1.000,shoulder_lift
462.742,-0.0002,-0.0002,1.000,1.000,shoulder_lift
462.793,-0.0003,-0.0003,1.000,1.000,shoulder_lift
462.842,-0.0001,-0.0001,1.000,1.000,shoulder_lift
462.893,-0.0001,-0.0001,1.000,1.000,shoulder_lift
462.943,-0.0002,-0.0002,1.000,1.000,shoulder_lift
462.992,-0.0003,-0.0003,1.000,1.000,shoulder_lift
463.042,-0.0000,-0.0000,1.000,1.000,shoulder_lift
463.093,-0.0001,-0.0001,1.000,1.000,shoulder_lift
463.142,-0.0002,-0.0002,1.000,1.000,shoulder_lift
463.193,-0.0002,-0.0002,1.000,1.000,shoulder_lift
463.242,-0.0000,-0.0000,1.000,1.000,shoulder_lift
463.292,-0.0001,-0.0001,1.000,1.000,shoulder_lift
463.342,-0.0001,-0.0001,1.000,1.000,shoulder_lift
463.392,-0.0002,-0.0002,1.000,1.000,shoulder_lift
463.443,-0.0001,-0.0001,1.000,1.000,shoulder_lift
463.492,-0.0001,-0.0001,1.000,1.000,shoulder_lift
463.542,0.0001,0.0001,1.000,1.000,shoulder_lift
463.592,-0.0001,-0.0001,1.000,1.000,shoulder_lift
463.642,0.0001,0.0001,1.000,1.000,shoulder_lift
463.692,0.0001,0.0001,1.000,1.000,shoulder_lift
463.742,-0.0001,-0.0001,1.000,1.000,shoulder_lift
463.792,-0.0000,-0.0000,1.000,1.000,shoulder_lift
463.842,-0.0001,-0.0001,1.000,1.000,shoulder_lift
463.892,0.0001,0.0001,1.000,1.000,shoulder_lift
463.942,0.0002,0.0002,1.000,1.000,shoulder_lift
463.992,0.0001,0.0001,1.000,1.000,shoulder_lift
464.042,0.0002,0.0002,1.000,1.000,shoulder_lift
464.092,-0.0001,-0.0001,1.000,1.000,shoulder_lift
464.142,0.0001,0.0001,1.000,1.000,shoulder_lift
464.192,-0.0000,-0.0000,1.000,1.000,shoulder_lift
464.242,0.0001,0.0001,1.000,1.000,shoulder_lift
464.292,0.0001,0.0001,1.000,1.000,shoulder_lift
464.342,0.0002,0.0002,1.000,1.000,shoulder_lift
464.392,0.0001,0.0001,1.000,1.000,shoulder_lift
464.442,0.0003,0.0003,1.000,1.000,shoulder_lift
464.493,0.0001,0.0001,1.000,1.000,shoulder_lift
464.542,0.0002,0.0002,1.000,1.000,shoulder_lift
464.592,0.0001,0.0001,1.000,1.000,shoulder_lift
464.642,0.0000,0.0000,1.000,1.000,shoulder_lift
464.692,0.0000,0.0000,1.000,1.000,shoulder_lift
464.742,0.0002,0.0002,1.000,1.000,shoulder_lift
464.792,0.0002,0.0002,1.000,1.000,shoulder_lift
464.843,0.0000,0.0000,1.000,1.000,shoulder_lift
464.892,0.0002,0.0002,1.000,1.000,shoulder_lift
464.942,0.0002,0.0002,1.000,1.000,shoulder_lift
464.992,0.0002,0.0002,1.000,1.000,shoulder_lift
465.042,0.0000,0.0000,1.000,1.000,shoulder_lift
465.092,0.0000,0.0000,1.000,1.000,shoulder_lift
465.142,0.0001,0.0001,1.000,1.000,shoulder_lift
465.192,0.0001,0.0001,1.000,1.000,shoulder_lift
465.242,0.0002,0.0002,1.000,1.000,shoulder_lift
465.293,0.0001,0.0001,1.000,1.000,shoulder_lift
465.342,0.0002,0.0002,1.000,1.000,shoulder_lift
465.392,0.0000,0.0000,1.000,1.000,shoulder_lift
465.442,0.0002,0.0002,1.000,1.000,shoulder_lift
465.492,0.0001,0.0001,1.000,1.000,shoulder_lift
465.542,-0.0000,-0.0000,1.000,1.000,shoulder_lift
465.592,0.0000,0.0000,1.000,1.000,shoulder_lift
465.642,0.0001,0.0001,1.000,1.000,shoulder_lift
465.692,0.0002,0.0002,1.000,1.000,shoulder_lift
465.742,0.0002,0.0002,1.000,1.000,shoulder_lift
465.793,0.0001,0.0001,1.000,1.000,shoulder_lift
465.842,-0.0001,-0.0001,1.000,1.000,shoulder_lift
465.892,-0.0002,-0.0002,1.000,1.000,shoulder_lift
465.943,0.0000,0.0000,1.000,1.000,shoulder_lift
465.992,-0.0000,-0.0000,1.000,1.000,shoulder_lift
466.042,-0.0001,-0.0001,1.000,1.000,shoulder_lift
466.093,-0.0000,-0.0000,1.000,1.000,shoulder_lift
466.142,-0.0001,-0.0001,1.000,1.000,shoulder_lift
466.193,-0.0001,-0.0001,1.000,1.000,shoulder_lift
466.242,-0.0001,-0.0001,1.000,1.000,shoulder_lift
466.292,-0.0000,-0.0000,1.000,1.000,shoulder_lift
466.342,-0.0001,-0.0001,1.000,1.000,shoulder_lift
466.392,0.0000,0.0000,1.000,1.000,shoulder_lift
466.442,-0.0000,-0.0000,1.000,1.000,shoulder_lift
466.492,0.0001,0.0001,1.000,1.000,shoulder_lift
466.542,-0.0001,-0.0001,1.000,1.000,shoulder_lift
466.592,-0.0001,-0.0001,1.000,1.000,shoulder_lift
466.642,-0.0001,-0.0001,1.000,1.000,shoulder_lift
466.692,-0.0002,-0.0002,1.000,1.000,shoulder_lift
466.742,-0.0002,-0.0002,1.000,1.000,shoulder_lift
466.793,-0.0001,-0.0001,1.000,1.000,shoulder_lift
466.843,0.0000,0.0000,1.000,1.000,shoulder_lift
466.892,-0.0001,-0.0001,1.000,1.000,shoulder_lift
466.942,-0.0000,-0.0000,1.000,1.000,shoulder_lift
466.992,-0.0002,-0.0002,1.000,1.000,shoulder_lift
467.042,-0.0000,-0.0000,1.000,1.000,shoulder_lift
467.092,-0.0002,-0.0002,1.000,1.000,shoulder_lift
467.142,-0.0002,-0.0002,1.000,1.000,shoulder_lift
467.192,0.0000,0.0000,1.000,1.000,shoulder_lift
467.242,-0.0001,-0.0001,1.000,1.000,shoulder_lift
467.293,-0.0000,-0.0000,1.000,1.000,shoulder_lift
467.342,-0.0001,-0.0001,1.000,1.000,shoulder_lift
467.393,-0.0001,-0.0001,1.000,1.000,shoulder_lift
467.442,0.0001,0.0001,1.000,1.000,shoulder_lift
467.492,0.0000,0.0000,1.000,1.000,shoulder_lift
467.543,-0.0001,-0.0001,1.000,1.000,shoulder_lift
467.592,-0.0001,-0.0001,1.000,1.000,shoulder_lift
467.642,-0.0001,-0.0001,1.000,1.000,shoulder_lift
467.692,-0.0001,-0.0001,1.000,1.000,shoulder_lift
467.743,0.0000,0.0000,1.000,1.000,shoulder_lift
467.792,-0.0002,-0.0002,1.000,1.000,shoulder_lift
467.842,-0.0000,-0.0000,1.000,1.000,shoulder_lift
467.892,-0.0001,-0.0001,1.000,1.000,shoulder_lift
467.942,0.0000,0.0000,1.000,1.000,shoulder_lift
467.992,-0.0001,-0.0001,1.000,1.000,shoulder_lift
468.042,-0.0000,-0.0000,1.000,1.000,shoulder_lift
468.092,-0.0001,-0.0001,1.000,1.000,shoulder_lift
468.142,-0.0001,-0.0001,1.000,1.000,shoulder_lift
468.192,-0.0000,-0.0000,1.000,1.000,shoulder_lift
468.242,-0.0000,-0.0000,1.000,1.000,shoulder_lift
468.292,0.0000,0.0000,1.000,1.000,shoulder_lift
468.342,-0.0000,-0.0000,1.000,1.000,shoulder_lift
468.392,0.0001,0.0001,1.000,1.000,shoulder_lift
468.442,0.0001,0.0001,1.000,1.000,shoulder_lift
468.492,0.0000,0.0000,1.000,1.000,shoulder_lift
468.542,0.0001,0.0001,1.000,1.000,shoulder_lift
468.592,0.0001,0.0001,1.000,1.000,shoulder_lift
468.642,0.0002,0.0002,1.000,1.000,shoulder_lift
468.694,0.0000,0.0000,1.000,1.000,shoulder_lift
468.742,0.0001,0.0001,1.000,1.000,shoulder_lift
468.792,0.0002,0.0002,1.000,1.000,shoulder_lift
468.843,-0.0000,-0.0000,1.000,1.000,shoulder_lift
468.892,-0.0000,-0.0000,1.000,1.000,shoulder_lift
468.942,0.0002,0.0002,1.000,1.000,shoulder_lift
468.992,-0.0000,-0.0000,1.000,1.000,shoulder_lift
469.042,0.0003,0.0003,1.000,1.000,shoulder_lift
469.092,0.0000,0.0000,1.000,1.000,shoulder_lift
469.142,0.0000,0.0000,1.000,1.000,shoulder_lift
469.192,-0.0001,-0.0001,1.000,1.000,shoulder_lift
469.242,0.0002,0.0002,1.000,1.000,shoulder_lift
469.292,0.0001,0.0001,1.000,1.000,shoulder_lift
469.342,-0.0000,-0.0000,1.000,1.000,shoulder_lift
469.392,0.0002,0.0002,1.000,1.000,shoulder_lift
469.442,0.0001,0.0001,1.000,1.000,shoulder_lift
469.493,-0.0001,-0.0001,1.000,1.000,shoulder_lift
469.542,0.0000,0.0000,1.000,1.000,shoulder_lift
469.592,-0.0000,-0.0000,1.000,1.000,shoulder_lift
469.642,0.0001,0.0001,1.000,1.000,shoulder_lift
469.692,0.0000,0.0000,1.000,1.000,shoulder_lift
469.742,0.0001,0.0001,1.000,1.000,shoulder_lift
469.792,0.0002,0.0002,1.000,1.000,shoulder_lift
469.842,0.0002,0.0002,1.000,1.000,shoulder_lift
469.893,0.0001,0.0001,1.000,1.000,shoulder_lift
469.942,-0.0000,-0.0000,1.000,1.000,shoulder_lift
469.993,-0.0001,-0.0001,1.000,1.000,shoulder_lift
470.042,0.0000,0.0000,1.000,1.000,shoulder_lift
470.092,0.0002,0.0002,1.000,1.000,shoulder_lift
470.142,0.0002,0.0002,1.000,1.000,shoulder_lift
470.192,0.0002,0.0002,1.000,1.000,shoulder_lift
470.242,0.0001,0.0001,1.000,1.000,shoulder_lift
470.292,0.0002,0.0002,1.000,1.000,shoulder_lift
470.342,0.0001,0.0001,1.000,1.000,shoulder_lift
470.392,0.0001,0.0001,1.000,1.000,shoulder_lift
470.442,0.0001,0.0001,1.000,1.000,shoulder_lift
470.492,0.0000,0.0000,1.000,1.000,shoulder_lift
470.542,0.0000,0.0000,1.000,1.000,shoulder_lift
470.592,0.0001,0.0001,1.000,1.000,shoulder_lift
470.642,0.0000,0.0000,1.000,1.000,shoulder_lift
470.692,0.0000,0.0000,1.000,1.000,shoulder_lift
470.742,0.0000,0.0000,1.000,1.000,shoulder_lift
470.793,-0.0001,-0.0001,1.000,1.000,shoulder_lift
470.842,-0.0000,-0.0000,1.000,1.000,shoulder_lift
470.892,0.0001,0.0001,1.000,1.000,shoulder_lift
470.942,-0.0001,-0.0001,1.000,1.000,shoulder_lift
470.992,-0.0001,-0.0001,1.000,1.000,shoulder_lift
471.042,-0.0000,-0.0000,1.000,1.000,shoulder_lift
471.092,0.0000,0.0000,1.000,1.000,shoulder_lift
471.142,-0.0001,-0.0001,1.000,1.000,shoulder_lift
471.192,-0.0002,-0.0002,1.000,1.000,shoulder_lift
471.242,-0.0001,-0.0001,1.000,1.000,shoulder_lift
471.293,0.0000,0.0000,1.000,1.000,shoulder_lift
471.342,-0.0000,-0.0000,1.000,1.000,shoulder_lift
471.393,-0.0001,-0.0001,1.000,1.000,shoulder_lift
471.442,0.0000,0.0000,1.000,1.000,shoulder_lift
471.492,-0.0001,-0.0001,1.000,1.000,shoulder_lift
471.542,-0.0000,-0.0000,1.000,1.000,shoulder_lift
471.592,-0.0001,-0.0001,1.000,1.000,shoulder_lift
471.642,-0.0001,-0.0001,1.000,1.000,shoulder_lift
471.693,-0.0001,-0.0001,1.000,1.000,shoulder_lift
471.742,-0.0001,-0.0001,1.000,1.000,shoulder_lift
471.792,-0.0000,-0.0000,1.000,1.000,shoulder_lift
471.842,-0.0001,-0.0001,1.000,1.000,shoulder_lift
471.892,-0.0000,-0.0000,1.000,1.000,shoulder_lift
471.942,-0.0002,-0.0002,1.000,1.000,shoulder_lift
471.992,-0.0002,-0.0002,1.000,1.000,shoulder_lift
472.042,-0.0001,-0.0001,1.000,1.000,shoulder_lift
472.092,-0.0001,-0.0001,1.000,1.000,shoulder_lift
472.142,0.0002,0.0002,1.000,1.000,shoulder_lift
472.193,-0.0000,-0.0000,1.000,1.000,shoulder_lift
472.242,-0.0001,-0.0001,1.000,1.000,shoulder_lift
472.292,0.0001,0.0001,1.000,1.000,shoulder_lift
472.342,-0.0002,-0.0002,1.000,1.000,shoulder_lift
472.392,-0.0000,-0.0000,1.000,1.000,shoulder_lift
472.442,0.0000,0.0000,1.000,1.000,shoulder_lift
472.493,-0.0000,-0.0000,1.000,1.000,shoulder_lift
472.543,-0.0000,-0.0000,1.000,1.000,shoulder_lift
472.593,-0.0002,-0.0002,1.000,1.000,shoulder_lift
472.642,-0.0001,-0.0001,1.000,1.000,shoulder_lift
472.692,-0.0001,-0.0001,1.000,1.000,shoulder_lift
472.742,-0.0002,-0.0002,1.000,1.000,shoulder_lift
472.792,-0.0002,-0.0002,1.000,1.000,shoulder_lift
472.842,-0.0001,-0.0001,1.000,1.000,shoulder_lift
472.892,-0.0000,-0.0000,1.000,1.000,shoulder_lift
472.942,-0.0001,-0.0001,1.000,1.000,shoulder_lift
472.992,-0.0002,-0.0002,1.000,1.000,shoulder_lift
473.042,-0.0002,-0.0002,1.000,1.000,shoulder_lift
473.092,-0.0000,-0.0000,1.000,1.000,shoulder_lift
473.142,-0.0002,-0.0002,1.000,1.000,shoulder_lift
473.192,0.0000,0.0000,1.000,1.000,shoulder_lift
473.242,-0.0001,-0.0001,1.000,1.000,shoulder_lift
473.292,-0.0001,-0.0001,1.000,1.000,shoulder_lift
473.342,-0.0000,-0.0000,1.000,1.000,shoulder_lift
473.392,-0.0002,-0.0002,1.000,1.000,shoulder_lift
473.442,-0.0001,-0.0001,1.000,1.000,shoulder_lift
473.493,-0.0001,-0.0001,1.000,1.000,shoulder_lift
473.543,0.0002,0.0002,1.000,1.000,shoulder_lift
473.592,0.0000,0.0000,1.000,1.000,shoulder_lift
473.642,-0.0000,-0.0000,1.000,1.000,shoulder_lift
473.692,0.0002,0.0002,1.000,1.000,shoulder_lift
473.742,0.0001,0.0001,1.000,1.000,shoulder_lift
473.792,0.0002,0.0002,1.000,1.000,shoulder_lift
473.842,0.0000,0.0000,1.000,1.000,shoulder_lift
473.892,0.0001,0.0001,1.000,1.000,shoulder_lift
473.942,0.0002,0.0002,1.000,1.000,shoulder_lift
473.992,0.0002,0.0002,1.000,1.000,shoulder_lift
474.042,0.0001,0.0001,1.000,1.000,shoulder_lift
474.092,0.0001,0.0001,1.000,1.000,shoulder_lift
474.142,0.0003,0.0003,1.000,1.000,shoulder_lift
474.192,0.0000,0.0000,1.000,1.000,shoulder_lift
474.242,0.0001,0.0001,1.000,1.000,shoulder_lift
474.292,0.0002,0.0002,1.000,1.000,shoulder_lift
474.342,0.0003,0.0003,1.000,1.000,shoulder_lift
474.392,0.0001,0.0001,1.000,1.000,shoulder_lift
474.442,0.0000,0.0000,1.000,1.000,shoulder_lift
474.492,0.0001,0.0001,1.000,1.000,shoulder_lift
474.542,0.0002,0.0002,1.000,1.000,shoulder_lift
474.593,0.0002,0.0002,1.000,1.000,shoulder_lift
474.643,0.0002,0.0002,1.000,1.000,shoulder_lift
474.692,-0.0000,-0.0000,1.000,1.000,shoulder_lift
474.742,0.0001,0.0001,1.000,1.000,shoulder_lift
474.792,0.0002,0.0002,1.000,1.000,shoulder_lift
474.842,0.0001,0.0001,1.000,1.000,shoulder_lift
474.893,0.0001,0.0001,1.000,1.000,shoulder_lift
474.942,0.0001,0.0001,1.000,1.000,shoulder_lift
474.992,0.0002,0.0002,1.000,1.000,shoulder_lift
475.042,0.0001,0.0001,1.000,1.000,shoulder_lift
475.093,-0.0000,-0.0000,1.000,1.000,shoulder_lift
475.142,0.0003,0.0003,1.000,1.000,shoulder_lift
475.192,0.0001,0.0001,1.000,1.000,shoulder_lift
475.242,0.0002,0.0002,1.000,1.000,shoulder_lift
475.293,0.0002,0.0002,1.000,1.000,shoulder_lift
475.342,0.0000,0.0000,1.000,1.000,shoulder_lift
475.393,0.0002,0.0002,1.000,1.000,shoulder_lift
475.442,0.0000,0.0000,1.000,1.000,shoulder_lift
475.492,-0.0001,-0.0001,1.000,1.000,shoulder_lift
475.542,0.0000,0.0000,1.000,1.000,shoulder_lift
475.592,-0.0000,-0.0000,1.000,1.000,shoulder_lift
475.642,0.0000,0.0000,1.000,1.000,shoulder_lift
475.693,-0.0002,-0.0002,1.000,1.000,shoulder_lift
475.742,-0.0001,-0.0001,1.000,1.000,shoulder_lift
475.792,-0.0000,-0.0000,1.000,1.000,shoulder_lift
475.842,-0.0000,-0.0000,1.000,1.000,shoulder_lift
475.892,-0.0001,-0.0001,1.000,1.000,shoulder_lift
475.942,0.0000,0.0000,1.000,1.000,shoulder_lift
475.992,-0.0001,-0.0001,1.000,1.000,shoulder_lift
476.042,-0.0002,-0.0002,1.000,1.000,shoulder_lift
476.093,-0.0001,-0.0001,1.000,1.000,shoulder_lift
476.142,0.0001,0.0001,1.000,1.000,shoulder_lift
476.192,-0.0002,-0.0002,1.000,1.000,shoulder_lift
476.242,-0.0001,-0.0001,1.000,1.000,shoulder_lift
476.293,-0.0001,-0.0001,1.000,1.000,shoulder_lift
476.343,-0.0001,-0.0001,1.000,1.000,shoulder_lift
476.392,-0.0000,-0.0000,1.000,1.000,shoulder_lift
476.442,-0.0000,-0.0000,1.000,1.000,shoulder_lift
476.492,-0.0000,-0.0000,1.000,1.000,shoulder_lift
476.542,-0.0002,-0.0002,1.000,1.000,shoulder_lift
476.592,0.0001,0.0001,1.000,1.000,shoulder_lift
476.642,-0.0000,-0.0000,1.000,1.000,shoulder_lift
476.692,-0.0000,-0.0000,1.000,1.000,shoulder_lift
476.742,0.0001,0.0001,1.000,1.000,shoulder_lift
476.792,-0.0000,-0.0000,1.000,1.000,shoulder_lift
476.842,0.0000,0.0000,1.000,1.000,shoulder_lift
476.892,-0.0001,-0.0001,1.000,1.000,shoulder_lift
476.942,-0.0002,-0.0002,1.000,1.000,shoulder_lift
476.992,-0.0001,-0.0001,1.000,1.000,shoulder_lift
477.042,0.0001,0.0001,1.000,1.000,shoulder_lift
477.093,-0.0001,-0.0001,1.000,1.000,shoulder_lift
477.142,-0.0000,-0.0000,1.000,1.000,shoulder_lift
477.192,-0.0001,-0.0001,1.000,1.000,shoulder_lift
477.243,-0.0001,-0.0001,1.000,1.000,shoulder_lift
477.292,-0.0001,-0.0001,1.000,1.000,shoulder_lift
477.342,0.0000,0.0000,1.000,1.000,shoulder_lift
477.392,-0.0002,-0.0002,1.000,1.000,shoulder_lift
477.443,-0.0000,-0.0000,1.000,1.000,shoulder_lift
477.492,-0.0003,-0.0003,1.000,1.000,shoulder_lift
477.543,-0.0001,-0.0001,1.000,1.000,shoulder_lift
477.592,-0.0002,-0.0002,1.000,1.000,shoulder_lift
477.642,0.0001,0.0001,1.000,1.000,shoulder_lift
477.692,-0.0002,-0.0002,1.000,1.000,shoulder_lift
477.742,-0.0002,-0.0002,1.000,1.000,shoulder_lift
477.793,-0.0000,-0.0000,1.000,1.000,shoulder_lift
477.842,-0.0001,-0.0001,1.000,1.000,shoulder_lift
477.892,-0.0001,-0.0001,1.000,1.000,shoulder_lift
477.942,-0.0001,-0.0001,1.000,1.000,shoulder_lift
477.993,-0.0000,-0.0000,1.000,1.000,shoulder_lift
478.042,-0.0001,-0.0001,1.000,1.000,shoulder_lift
478.092,-0.0001,-0.0001,1.000,1.000,shoulder_lift
478.142,0.0000,0.0000,1.000,1.000,shoulder_lift
478.192,-0.0002,-0.0002,1.000,1.000,shoulder_lift
478.242,-0.0001,-0.0001,1.000,1.000,shoulder_lift
478.292,-0.0001,-0.0001,1.000,1.000,shoulder_lift
478.342,-0.0000,-0.0000,1.000,1.000,shoulder_lift
478.392,0.0002,0.0002,1.000,1.000,shoulder_lift
478.442,0.0000,0.0000,1.000,1.000,shoulder_lift
478.493,0.0000,0.0000,1.000,1.000,shoulder_lift
478.542,0.0001,0.0001,1.000,1.000,shoulder_lift
478.593,0.0001,0.0001,1.000,1.000,shoulder_lift
478.642,0.0002,0.0002,1.000,1.000,shoulder_lift
478.692,0.0002,0.0002,1.000,1.000,shoulder_lift
478.742,-0.0001,-0.0001,1.000,1.000,shoulder_lift
478.792,0.0002,0.0002,1.000,1.000,shoulder_lift
478.842,0.0001,0.0001,1.000,1.000,shoulder_lift
478.892,0.0001,0.0001,1.000,1.000,shoulder_lift
478.942,0.0000,0.0000,1.000,1.000,shoulder_lift
478.992,0.0001,0.0001,1.000,1.000,shoulder_lift
479.042,0.0001,0.0001,1.000,1.000,shoulder_lift
479.092,0.0001,0.0001,1.000,1.000,shoulder_lift
479.142,0.0002,0.0002,1.000,1.000,shoulder_lift
479.192,0.0003,0.0003,1.000,1.000,shoulder_lift
479.242,0.0002,0.0002,1.000,1.000,shoulder_lift
479.292,0.0000,0.0000,1.000,1.000,shoulder_lift
479.342,0.0000,0.0000,1.000,1.000,shoulder_lift
479.393,0.0000,0.0000,1.000,1.000,shoulder_lift
479.442,0.0000,0.0000,1.000,1.000,shoulder_lift
479.492,0.0003,0.0003,1.000,1.000,shoulder_lift
479.542,0.0001,0.0001,1.000,1.000,shoulder_lift
479.592,0.0001,0.0001,1.000,1.000,shoulder_lift
479.642,0.0001,0.0001,1.000,1.000,shoulder_lift
479.693,0.0002,0.0002,1.000,1.000,shoulder_lift
479.742,0.0001,0.0001,1.000,1.000,shoulder_lift
479.792,0.0001,0.0001,1.000,1.000,shoulder_lift
479.842,0.0000,0.0000,1.000,1.000,shoulder_lift
479.892,0.0001,0.0001,1.000,1.000,shoulder_lift
479.942,0.0001,0.0001,1.000,1.000,shoulder_lift
479.992,0.0002,0.0002,1.000,1.000,shoulder_lift
480.042,0.0002,0.0002,1.000,1.000,shoulder_lift
480.092,0.0001,0.0001,1.000,1.000,shoulder_lift
480.142,0.0001,0.0001,1.000,1.000,shoulder_lift
480.192,-0.0000,-0.0000,1.000,1.000,shoulder_lift
480.242,-0.0000,-0.0000,1.000,1.000,shoulder_lift
480.292,-0.0000,-0.0000,1.000,1.000,shoulder_lift
480.343,0.0001,0.0001,1.000,1.000,shoulder_lift
480.392,-0.0001,-0.0001,1.000,1.000,shoulder_lift
480.442,-0.0001,-0.0001,1.000,1.000,shoulder_lift
480.492,0.0001,0.0001,1.000,1.000,shoulder_lift
480.542,-0.0001,-0.0001,1.000,1.000,shoulder_lift
480.592,-0.0001,-0.0001,1.000,1.000,shoulder_lift
480.642,-0.0002,-0.0002,1.000,1.000,shoulder_lift
480.692,-0.0002,-0.0002,1.000,1.000,shoulder_lift
480.742,-0.0001,-0.0001,1.000,1.000,shoulder_lift
480.792,-0.0000,-0.0000,1.000,1.000,shoulder_lift
480.842,-0.0000,-0.0000,1.000,1.000,shoulder_lift
480.892,-0.0001,-0.0001,1.000,1.000,shoulder_lift
480.942,-0.0003,-0.0003,1.000,1.000,shoulder_lift
480.993,-0.0003,-0.0003,1.000,1.000,shoulder_lift
481.042,-0.0002,-0.0002,1.000,1.000,shoulder_lift
481.092,-0.0002,-0.0002,1.000,1.000,shoulder_lift
481.143,-0.0002,-0.0002,1.000,1.000,shoulder_lift
481.192,-0.0002,-0.0002,1.000,1.000,shoulder_lift
481.242,-0.0002,-0.0002,1.000,1.000,shoulder_lift
481.292,-0.0002,-0.0002,1.000,1.000,shoulder_lift
481.342,-0.0002,-0.0002,1.000,1.000,shoulder_lift
